id,url,type,boatClass,make,model,year,condition,length_ft,beam_ft,dryWeight_lb,created,hullMaterial,fuelType,numEngines,totalHP,maxEngineYear,minEngineYear,engineCategory,price,city,country,state
7162769,https://www.boattrader.com/listing/2018-grady-white-275-freedom-103635119/,power,power-dualconsole,Grady-White,275 Freedom,2018,used,27,,,2019-07-29T11:54:07.000Z,fiberglass,,0,,,,,149950,Marco Island,US,FL
7194539,https://www.boattrader.com/listing/2019-robalo-r272-103658865/,power,power-center,Robalo,r272,2019,used,27,9.5,7000,2019-08-24T10:06:51.000Z,fiberglass,gasoline,2,600,2019,2019,multiple,155500,Somers Point,US,NJ
7252313,https://www.boattrader.com/listing/2020-boston-whaler-350-realm-103701387/,power,power-sportfish,Boston Whaler,350 Realm,2020,new,35,10.83,13600,2019-10-16T06:21:44.000Z,fiberglass,gasoline,3,1050,,,outboard,,Wrightsville Beach,US,NC
7023408,https://www.boattrader.com/listing/2019-sailfish-245-dc-103533667/,power,power-sportfish,Sailfish,245 DC,2019,new,24,8.5,5350,2019-03-20T13:25:01.000Z,fiberglass,gasoline,1,300,,,outboard,,Port Clinton,US,OH
6848944,https://www.boattrader.com/listing/2013-princess-v72-103427290/,power,power-cruiser,Princess,V72,2013,used,72,17.67,82000,2018-09-19T12:55:47.000Z,fiberglass,diesel,2,3250,,,inboard,1745000,Anna Maria,US,FL
7255038,https://www.boattrader.com/listing/2020-atx-surf-boats-22-type-s-103703215/,power,power-skiwake,ATX Surf Boats,22 Type-S,2020,new,22,8.5,4950,2019-10-18T06:46:21.000Z,fiberglass,gasoline,1,0,,,inboard,,Charlevoix,US,MI
6851197,https://www.boattrader.com/listing/2019-galeon-420-fly-103480804/,power,power-mega,Galeon,420 Fly,2019,new,42,,,2018-09-21T08:58:32.000Z,fiberglass,diesel,2,870,,,inboard,,Miami,US,FL
6243194,https://www.boattrader.com/listing/1988-chaparral-235-xlc-103062926/,power,power-cuddy,Chaparral,235 Xlc,1988,used,23,8.5,,2017-05-21T07:40:42.000Z,fiberglass,gasoline,1,260,,,inboard-outboard,4900,Edgewater,US,MD
6675926,https://www.boattrader.com/listing/2002-sea-ray-176-br-103292491/,power,power-bowrider,Sea Ray,176 BR,2002,used,17,6,,2018-04-10T09:37:29.000Z,fiberglass,gasoline,0,,,,,7900,Somers Point,US,NJ
5774174,https://www.boattrader.com/listing/2001-bayliner-232-capri-102758397/,power,power-bowrider,Bayliner,232 Capri,2001,used,23.83,8.33,4338,2016-04-12T13:30:34.000Z,fiberglass,gasoline,1,220,,,,8500,Edgewater,US,MD
7255035,https://www.boattrader.com/listing/2020-lowe-stinger-175-103703214/,power,power-aluminum,Lowe,Stinger 175,2020,new,17.5,7.5,,2019-10-18T06:42:16.000Z,aluminum,gasoline,1,60,2019,2019,,1000000,Guntersville,US,AL
6901147,https://www.boattrader.com/listing/2019-boston-whaler-350-realm-103453113/,power,power-sportfish,Boston Whaler,350 Realm,2019,new,35,10.83,13600,2018-11-06T08:29:52.000Z,fiberglass,gasoline,3,1050,,,outboard,,Naples,US,FL
7216120,https://www.boattrader.com/listing/2002-trophy-2103-center-console-103675885/,power,power-center,Trophy,2103 Center Console,2002,used,21,8.5,,2019-09-12T12:21:50.000Z,fiberglass,gasoline,1,150,2002,2002,outboard-2s,8900,Somers Point,US,NJ
7140660,https://www.boattrader.com/listing/2019-yamaha-boats-212x-103620018/,power,power-jet,Yamaha Boats,212X,2019,new,21,8.5,3616,2019-07-08T08:09:18.000Z,fiberglass,gasoline,2,0,,,inboard,,Cornelius,US,NC
7091925,https://www.boattrader.com/listing/2008-sea-ray-55-sundancer-103586826/,power,power-expresscruiser,Sea Ray,55 Sundancer,2008,used,55,15.92,53500,2019-05-23T08:12:15.000Z,fiberglass,diesel,2,1800,2008,2008,inboard,695000,Sarasota,US,FL
6823178,https://www.boattrader.com/listing/2019-harris-solstice-240-103477727/,power,power-pontoon,Harris,Solstice 240,2019,new,24,,,2018-08-28T08:51:42.000Z,aluminum,gasoline,1,250,,,outboard,,Lewisville,US,TX
7249744,https://www.boattrader.com/listing/2008-cobia-256-express-103699911/,power,power-walk,Cobia,256 Express,2008,used,25,8.67,,2019-10-14T07:01:52.000Z,fiberglass,gasoline,0,,,,,39900,Niantic,US,CT
7250307,https://www.boattrader.com/listing/2018-avon-seasport-360-deluxe-103700332/,power,power-tender,Avon,Seasport 360 Deluxe,2018,used,3.6,1.77,,2019-10-14T16:01:49.000Z,fiberglass,gasoline,1,40,,,outboard,13990,Fort Lauderdale,US,FL
6675939,https://www.boattrader.com/listing/2001-chaparral-196-ssi-103292501/,power,power-runabout,Chaparral,196 SSi,2001,used,19.5,8.33,3221,2018-04-10T09:41:10.000Z,fiberglass,gasoline,1,190,2001,2001,inboard-outboard,9900,Somers Point,US,NJ
7255025,https://www.boattrader.com/listing/2020-pioneer-222-sportfish-103703213/,power,power-center,Pioneer,222 Sportfish,2020,new,22.08,8.58,2400,2019-10-18T06:36:09.000Z,fiberglass,gasoline,1,250,,,outboard,,Stuart,US,FL
5774093,https://www.boattrader.com/listing/1999-rinker-23-102758344/,power,power-cuddy,Rinker,23,1999,used,23,,,2016-04-12T12:42:04.000Z,fiberglass,gasoline,0,,,,,13999,Edgewater,US,MD
7204688,https://www.boattrader.com/listing/2012-pursuit-s-280-sport-103671429/,power,power-center,Pursuit,S 280 Sport,2012,used,28,9.5,8380,2019-09-04T08:44:52.000Z,fiberglass,gasoline,2,500,,,outboard-4s,139900,Port Clinton,US,OH
7159743,https://www.boattrader.com/listing/2017-seavee-340z-103632704/,power,power-center,SeaVee,340Z,2017,used,34,10,,2019-07-26T12:52:45.000Z,fiberglass,gasoline,1,350,,,outboard,325000,North Miami,US,FL
6961612,https://www.boattrader.com/listing/2019-parker-2100-special-edition-103490848/,power,power-center,Parker,2100 Special Edition,2019,new,21,8.5,3200,2019-01-18T12:11:13.000Z,fiberglass,gasoline,1,150,2019,2019,outboard,51545,Port Clinton,US,OH
7232369,https://www.boattrader.com/listing/2018-lund-2275-baron-103686551/,power,power-fresh,Lund,2275 Baron,2018,used,22.75,8.5,2450,2019-09-27T07:53:16.000Z,aluminum,gasoline,1,300,2017,2017,outboard,82995,Port Clinton,US,OH
7216165,https://www.boattrader.com/listing/2001-sea-ray-245we-103675858/,power,power-walk,Sea Ray,245WE,2001,used,24,8.5,,2019-09-12T12:58:34.000Z,fiberglass,gasoline,1,300,2001,2001,inboard-outboard,14900,Somers Point,US,NJ
7255031,https://www.boattrader.com/listing/2020-atx-surf-boats-24-type-s-103703210/,power,power-skiwake,ATX Surf Boats,24 Type-S,2020,new,24,8.5,5160,2019-10-18T06:39:37.000Z,fiberglass,gasoline,1,0,,,inboard,,Kearney,US,NE
7150150,https://www.boattrader.com/listing/2011-stingray-208-lr-103626472/,power,power-runabout,Stingray,208 LR,2011,used,20.67,8.25,2825,2019-07-17T07:38:39.000Z,fiberglass,gasoline,1,220,,,inboard-outboard,19900,Edgewater,US,MD
7186863,https://www.boattrader.com/listing/2020-cape-horn-32xs-103653689/,power,power-center,Cape Horn,32xs,2020,new,31,9.08,5400,2019-08-19T07:59:39.000Z,fiberglass,gasoline,1,300,2020,2020,outboard,235612,Port Clinton,US,OH
7180047,https://www.boattrader.com/listing/2020-robalo-246-cayman-103648836/,power,power-bay,Robalo,246 Cayman,2020,new,24.5,9,3800,2019-08-12T09:12:02.000Z,fiberglass,gasoline,1,300,,,outboard,97485,Port Clinton,US,OH
7179982,https://www.boattrader.com/listing/2020-cape-horn-22-103648793/,power,power-saltfish,Cape Horn,22,2020,new,21.83,9.08,2775,2019-08-12T08:36:35.000Z,fiberglass,gasoline,1,300,2020,2020,outboard-4s,87248,Port Clinton,US,OH
6931715,https://www.boattrader.com/listing/2020-robalo-r272-cc-103470067/,power,power-center,Robalo,R272 CC,2020,new,27.2,9.5,,2018-12-07T10:11:51.000Z,fiberglass,gasoline,2,500,2020,2020,outboard,157224,Port Clinton,US,OH
7247723,https://www.boattrader.com/listing/1991-marine-trader-fast-trawler-103702321/,power,power-trawler,Marine Trader,Fast Trawler,1991,used,46,14.58,35000,2019-10-11T06:22:54.000Z,fiberglass,diesel,1,0,,,inboard,139900,Sarasota,US,FL
7255029,https://www.boattrader.com/listing/2020-atx-surf-boats-22-type-s-103703212/,power,power-skiwake,ATX Surf Boats,22 Type-S,2020,new,22,8.5,4950,2019-10-18T06:39:04.000Z,fiberglass,gasoline,1,0,,,inboard,,Kearney,US,NE
7255028,https://www.boattrader.com/listing/2020-atx-surf-boats-24-type-s-103703211/,power,power-skiwake,ATX Surf Boats,24 Type-S,2020,new,24,8.5,5160,2019-10-18T06:38:23.000Z,fiberglass,gasoline,1,0,,,inboard,,Madera,US,CA
7255027,https://www.boattrader.com/listing/2020-atx-surf-boats-22-type-s-103703208/,power,power-skiwake,ATX Surf Boats,22 Type-S,2020,new,22,8.5,4950,2019-10-18T06:37:42.000Z,fiberglass,gasoline,1,0,,,inboard,,Madera,US,CA
7201512,https://www.boattrader.com/listing/2017-robalo-r202-103663993/,power,power-center,Robalo,R202,2017,used,20.7,8.33,,2019-08-31T08:52:41.000Z,fiberglass,gasoline,1,150,2017,2017,,39999,Edgewater,US,MD
7255026,https://www.boattrader.com/listing/2020-atx-surf-boats-24-type-s-103703207/,power,power-skiwake,ATX Surf Boats,24 Type-S,2020,new,24,8.5,5160,2019-10-18T06:36:30.000Z,fiberglass,gasoline,1,0,,,inboard,,Oklahoma City,US,OK
7219649,https://www.boattrader.com/listing/2019-robalo-202ex-103677818/,power,power-center,Robalo,202EX,2019,used,20.7,8.33,3000,2019-09-16T07:23:46.000Z,fiberglass,gasoline,1,150,2019,2019,outboard-4s,46500,Edgewater,US,MD
7255024,https://www.boattrader.com/listing/2020-atx-surf-boats-22-type-s-103703209/,power,power-skiwake,ATX Surf Boats,22 Type-S,2020,new,22,8.5,4950,2019-10-18T06:35:37.000Z,fiberglass,gasoline,1,0,,,inboard,,Oklahoma City,US,OK
6880080,https://www.boattrader.com/listing/2019-boston-whaler-420-outrage-103439451/,power,power-sportfish,Boston Whaler,420 Outrage,2019,new,42,13,22000,2018-10-18T10:13:28.000Z,fiberglass,gasoline,4,1400,,,outboard,,Norwalk,US,CT
7255020,https://www.boattrader.com/listing/2020-atx-surf-boats-22-type-s-103703204/,power,power-skiwake,ATX Surf Boats,22 Type-S,2020,new,22,8.5,4950,2019-10-18T06:32:57.000Z,fiberglass,gasoline,1,0,,,inboard,,Kingston,US,OK
7255016,https://www.boattrader.com/listing/2020-avenger-24-103703206/,power,power-bay,Avenger,24,2020,new,24,8.5,2800,2019-10-18T06:31:35.000Z,fiberglass,gasoline,1,300,,,,,Stuart,US,FL
7255022,https://www.boattrader.com/listing/2020-atx-surf-boats-24-type-s-103703203/,power,power-skiwake,ATX Surf Boats,24 Type-S,2020,new,24,8.5,5160,2019-10-18T06:34:22.000Z,fiberglass,gasoline,1,0,,,inboard,,Kingston,US,OK
5466794,https://www.boattrader.com/listing/2015-chris-craft-29-catalina-103696200/,power,power-center,Chris-Craft,29 CATALINA,2015,used,29,,8200,2015-12-05T05:28:27.000Z,fiberglass,gasoline,2,600,,,outboard-4s,169000,Sarasota,US,FL
7255018,https://www.boattrader.com/listing/2020-hurricane-cc21-103703205/,power,power-center,Hurricane,CC21,2020,new,21,8,,2019-10-18T06:32:28.000Z,fiberglass,gasoline,0,,,,,,Leesburg,US,FL
7252593,https://www.boattrader.com/listing/1989-sea-ray-27-pachanga-103701544/,power,power-highperf,Sea Ray,27 Pachanga,1989,used,27,,,2019-10-16T09:42:14.000Z,fiberglass,gasoline,1,1000,,,other,50000,Page,US,AZ
7079046,https://www.boattrader.com/listing/2020-sea-ray-sdx-250-outboard-103577070/,power,power-other,Sea Ray,SDX 250 Outboard,2020,new,25,8.5,5557,2019-05-10T12:26:39.000Z,fiberglass,gasoline,1,250,,,outboard,,Gulf Shores,US,AL
7238941,https://www.boattrader.com/listing/2017-shearwater-ltz-limited-103692527/,power,power-center,ShearWater,LTZ Limited,2017,used,25,8.25,,2019-10-03T11:03:38.000Z,fiberglass,gasoline,1,350,2017,2017,outboard-4s,111499,Seminole,US,FL
7255017,https://www.boattrader.com/listing/2020-atx-surf-boats-24-type-s-103703202/,power,power-skiwake,ATX Surf Boats,24 Type-S,2020,new,24,8.5,5160,2019-10-18T06:32:07.000Z,fiberglass,gasoline,1,0,,,inboard,,Kent,US,WA
7255015,https://www.boattrader.com/listing/2020-atx-surf-boats-22-type-s-103703199/,power,power-skiwake,ATX Surf Boats,22 Type-S,2020,new,22,8.5,4950,2019-10-18T06:31:30.000Z,fiberglass,gasoline,1,0,,,inboard,,Kent,US,WA
6900020,https://www.boattrader.com/listing/2019-boston-whaler-350-outrage-103452292/,power,power-sportfish,Boston Whaler,350 Outrage,2019,new,35,10.83,11000,2018-11-05T10:51:08.000Z,fiberglass,gasoline,3,900,,,outboard,,Clearwater,US,FL
7226914,https://www.boattrader.com/listing/1986-chb-42-sundeck-trawler-103699947/,power,power-motor,CHB,42 Sundeck Trawler,1986,used,42,13.75,,2019-09-23T08:44:45.000Z,fiberglass,diesel,0,,,,,109900,Marco Island,US,FL
7255014,https://www.boattrader.com/listing/2020-atx-surf-boats-24-type-s-103703200/,power,power-skiwake,ATX Surf Boats,24 Type-S,2020,new,24,8.5,5160,2019-10-18T06:30:30.000Z,fiberglass,gasoline,1,0,,,inboard,,Tucumcari,US,NM
7255013,https://www.boattrader.com/listing/2020-atx-surf-boats-22-type-s-103703201/,power,power-skiwake,ATX Surf Boats,22 Type-S,2020,new,22,8.5,4950,2019-10-18T06:29:31.000Z,fiberglass,gasoline,1,0,,,inboard,,Tucumcari,US,NM
7242969,https://www.boattrader.com/listing/2007-chaparral-276-ssx-103700873/,power,power-bowrider,Chaparral,276 Ssx,2007,used,27,9,,2019-10-07T12:13:44.000Z,fiberglass,gasoline,1,420,,,inboard-outboard,39995,Brick,US,NJ
6708274,https://www.boattrader.com/listing/2019-grady-white-freedom-307-103421655/,power,power-sportfish,Grady-White,Freedom 307,2019,new,30,10.58,7850,2018-05-10T10:20:55.000Z,fiberglass,gasoline,2,600,,,outboard,,Gulf Shores,US,AL
7117635,https://www.boattrader.com/listing/2020-aquila-44-103603817/,power,power-mega,Aquila,44,2020,new,44,21.5,35053,2019-06-17T07:18:42.000Z,fiberglass,diesel,2,640,,,inboard,,St. Petersburg,US,FL
7155496,https://www.boattrader.com/listing/2019-may-craft-2000cc-103629918/,power,power-center,May-Craft,2000CC,2019,new,20.25,8,2100,2019-07-23T05:58:21.000Z,fiberglass,gasoline,1,0,,,outboard,29995,"Smithfield,",US,NC
6723833,https://www.boattrader.com/listing/2019-boston-whaler-350-outrage-103326878/,power,power-sportfish,Boston Whaler,350 Outrage,2019,new,35,10.83,11000,2018-05-24T13:16:30.000Z,fiberglass,gasoline,3,1050,,,outboard,,Clearwater,US,FL
7253750,https://www.boattrader.com/listing/2014-parker-2100-special-edition-103702296/,power,power-center,Parker,2100 Special Edition,2014,used,21,,,2019-10-17T08:23:17.000Z,fiberglass,gasoline,1,150,,,outboard,39950,Southern Shores,US,NC
7142269,https://www.boattrader.com/listing/2018-regal-28-express-103620952/,power,power-expresscruiser,Regal,28 Express,2018,used,29,9,,2019-07-09T10:45:21.000Z,fiberglass,other,1,350,,,inboard,99900,Buford ,US,GA
7222255,https://www.boattrader.com/listing/2020-may-craft-1800-skiff-103679626/,power,power-center,May-Craft,1800 Skiff,2020,new,18.67,7.5,1400,2019-09-18T11:25:26.000Z,fiberglass,gasoline,1,0,,,outboard,24995,"Smithfield,",US,NC
7255010,https://www.boattrader.com/listing/2020-atx-surf-boats-22-type-s-103703198/,power,power-skiwake,ATX Surf Boats,22 Type-S,2020,new,22,8.5,4950,2019-10-18T06:28:04.000Z,fiberglass,gasoline,1,0,,,inboard,,Horseshoe Bay,US,TX
7016103,https://www.boattrader.com/listing/2020-azimut-66-flybridge-103693835/,power,power-mega,Azimut,66 Flybridge,2020,new,66,,,2019-03-13T07:52:35.000Z,fiberglass,diesel,2,2300,,,inboard,,Naples,US,FL
7246581,https://www.boattrader.com/listing/2020-may-craft-hancock-19-103697788/,power,power-skiff,May-Craft,Hancock 19,2020,new,19,8,,2019-10-10T08:27:58.000Z,fiberglass,gasoline,1,90,,,outboard-4s,23995,Smithfield,US,NC
7246498,https://www.boattrader.com/listing/2020-may-craft-hancock-19-103697762/,power,power-skiff,May-Craft,Hancock 19,2020,new,19,8,,2019-10-10T07:58:30.000Z,fiberglass,gasoline,1,90,2020,2020,outboard-4s,23995,Smithfield,US,NC
7109881,https://www.boattrader.com/listing/2019-may-craft-hancock-19-103599901/,power,power-skiff,May-Craft,Hancock 19,2019,new,19,8,,2019-06-11T11:09:17.000Z,fiberglass,gasoline,1,90,2019,2019,outboard-4s,23995,"Smithfield,",US,NC
7254902,https://www.boattrader.com/listing/2013-formula-400-super-sport-103703196/,power,power-cruiser,Formula,400 Super Sport,2013,used,41.5,11,17100,2019-10-18T05:44:13.000Z,fiberglass,gasoline,2,860,2013,2013,inboard-outboard,329900,Kingston,US,OK
7253743,https://www.boattrader.com/listing/2019-ranger-2510-bay-ranger-103702293/,power,power-bay,Ranger,2510 Bay Ranger,2019,used,25.1,8.42,,2019-10-17T08:18:25.000Z,fiberglass,gasoline,1,300,,,outboard,118000,Naples,US,FL
6869799,https://www.boattrader.com/listing/2020-scout-195-sportfish-103431875/,power,power-sportfish,Scout,195 Sportfish,2020,new,19,8.5,2150,2018-10-09T08:10:20.000Z,fiberglass,gasoline,1,150,,,outboard,,Charleston,US,SC
7240338,https://www.boattrader.com/listing/2020-scout-235-xsf-103693469/,power,power-sportfish,Scout,235 XSF,2020,new,23,8.5,3655,2019-10-04T08:41:09.000Z,fiberglass,gasoline,1,250,,,outboard,,Cocoa,US,FL
7183368,https://www.boattrader.com/listing/2020-scout-175-sport-dorado-103695318/,power,power-sportfish,Scout,175 Sport Dorado,2020,new,17,7.42,1310,2019-08-15T07:01:05.000Z,fiberglass,gasoline,1,115,,,outboard,,Charleston,US,SC
7183370,https://www.boattrader.com/listing/2020-scout-175-sport-dorado-103695326/,power,power-sportfish,Scout,175 Sport Dorado,2020,new,17,7.42,1310,2019-08-15T07:02:28.000Z,fiberglass,gasoline,1,115,,,outboard,,Charleston,US,SC
6990856,https://www.boattrader.com/listing/2019-may-craft-cape-classic-26-revenge-103510443/,power,power-bay,May-Craft,Cape Classic 26 Revenge,2019,new,26,8,2500,2019-02-18T08:42:03.000Z,fiberglass,gasoline,1,300,2019,2019,outboard-4s,79995,"Smithfield,",US,NC
7237476,https://www.boattrader.com/listing/2020-scout-355-lxf-103690989/,power,power-sportfish,Scout,355 LXF,2020,new,35,10.75,9800,2019-10-02T10:01:21.000Z,fiberglass,gasoline,3,900,,,outboard,,Key Largo,US,FL
7167257,https://www.boattrader.com/listing/2020-scout-177-sport-103696202/,power,power-sportfish,Scout,177 Sport,2020,new,17,7.25,1000,2019-08-01T11:31:37.000Z,fiberglass,gasoline,1,70,,,outboard,,Stuart,US,FL
7237822,https://www.boattrader.com/listing/2020-scout-177-sport-103691868/,power,power-sportfish,Scout,177 Sport,2020,new,17,7.25,1000,2019-10-02T13:48:46.000Z,fiberglass,gasoline,1,90,,,outboard,,Jacksonville,US,FL
6851237,https://www.boattrader.com/listing/2019-galeon-485-hts-103465799/,power,power-mega,Galeon,485 HTS,2019,new,48,,,2018-09-21T09:12:54.000Z,fiberglass,diesel,2,870,,,inboard,,Pompano Beach,US,FL
7167252,https://www.boattrader.com/listing/2020-scout-175-sport-dorado-103668404/,power,power-sportfish,Scout,175 Sport Dorado,2020,new,17,7.42,1310,2019-08-01T11:29:51.000Z,fiberglass,gasoline,1,90,,,outboard,,Cocoa,US,FL
7121516,https://www.boattrader.com/listing/2013-grady-white-freedom-307-103606668/,power,power-saltfish,Grady-White,Freedom 307,2013,used,30.42,10.58,7965,2019-06-20T06:20:56.000Z,fiberglass,gasoline,2,700,2013,2013,outboard-4s,142500,Coconut Grove,US,FL
7212245,https://www.boattrader.com/listing/2020-key-west-1720-center-console-103672455/,power,power-center,Key West,1720 Center Console,2020,new,17.17,6.83,1150,2019-09-10T08:57:31.000Z,fiberglass,gasoline,1,70,2020,2020,outboard-4s,23995,"Smithfield,",US,NC
6372664,https://www.boattrader.com/listing/2019-sea-ray-slx-400-103220375/,power,power-other,Sea Ray,SLX 400,2019,new,40,12.08,17023,2017-09-19T08:21:08.000Z,fiberglass,gasoline,2,860,,,,,Lake Ozark,US,MO
7254913,https://www.boattrader.com/listing/2005-four-winns-268-vista-103703121/,power,power-cruiser,Four Winns,268 Vista,2005,used,28.17,8.5,6820,2019-10-18T06:15:05.000Z,fiberglass,gasoline,1,300,,,,27800,Fort Lauderdale,US,FL
6886160,https://www.boattrader.com/listing/2019-boston-whaler-280-outrage-103443793/,power,power-sportfish,Boston Whaler,280 Outrage,2019,new,28,9.33,6200,2018-10-23T14:39:58.000Z,fiberglass,gasoline,2,600,,,outboard,,Lake Ozark,US,MO
7254314,https://www.boattrader.com/listing/2004-beneteau-423-103702748/,sail,sail-sloop,Beneteau,423,2004,used,42,12.92,,2019-10-17T13:45:31.000Z,fiberglass,diesel,0,,,,,134924,Port Sanilac,US,MI
7255007,https://www.boattrader.com/listing/2020-tracker-pro-guide-v-175-wt-103703194/,power,power-aluminum,Tracker,Pro Guide V-175 WT,2020,new,17.58,8.08,1525,2019-10-18T06:19:03.000Z,aluminum,,1,150,,,outboard,32590,Elephant Butte,US,NM
7255006,https://www.boattrader.com/listing/2020-tracker-pro-team-175-txw-103703193/,power,power-bass,Tracker,Pro Team 175 TXW,2020,new,17.58,7.42,1050,2019-10-18T06:19:03.000Z,aluminum,,1,60,,,outboard,20095,Florence,US,AL
7255000,https://www.boattrader.com/listing/2020-tracker-bass-tracker-classic-xl-103703142/,power,power-bass,Tracker,Bass Tracker Classic XL,2020,new,16.67,6.42,780,2019-10-18T06:19:02.000Z,aluminum,gasoline,1,50,,,outboard,12960,Elephant Butte,US,NM
7255003,https://www.boattrader.com/listing/2020-tracker-grizzly-2072-cc-sportsman-103703195/,power,power-jon,Tracker,Grizzly 2072 CC Sportsman,2020,new,21.42,8.5,1930,2019-10-18T06:19:02.000Z,aluminum,,1,150,,,outboard-4s,35840,Huntsville,US,AL
7255001,https://www.boattrader.com/listing/2020-sun-tracker-fishin-barge-22-dlx-103703143/,power,power-pontoon,Sun Tracker,"Fishin' Barge 22 DLX",2020,new,24.17,8.5,2039,2019-10-18T06:19:02.000Z,aluminum,,1,150,,,outboard,37445,Houston,US,TX
7255002,https://www.boattrader.com/listing/2020-tracker-pro-team-175-txw-103703144/,power,power-bass,Tracker,Pro Team 175 TXW,2020,new,17.58,7.42,1050,2019-10-18T06:19:02.000Z,aluminum,,1,60,,,outboard,20345,Lavalette,US,WV
7255004,https://www.boattrader.com/listing/2020-sun-tracker-bass-buggy-18-dlx-103703192/,power,power-pontoon,Sun Tracker,Bass Buggy 18 DLX,2020,new,20,8.17,1420,2019-10-18T06:19:02.000Z,aluminum,,1,60,,,outboard,25220,Manteca,US,CA
7254998,https://www.boattrader.com/listing/2020-sun-tracker-fishin-barge-20-dlx-103703136/,power,power-pontoon,Sun Tracker,"Fishin' Barge 20 DLX",2020,new,21.92,8.5,1939,2019-10-18T06:19:01.000Z,aluminum,,1,90,,,outboard,30960,Piedmont,US,SC
6948107,https://www.boattrader.com/listing/2020-bay-craft-tournament-18-103481912/,power,power-flats,Bay Craft,Tournament 18,2020,new,18,6.75,,2019-01-04T09:12:24.000Z,composite,gasoline,0,,,,,27500,Deland,US,FL
7254999,https://www.boattrader.com/listing/2020-tracker-grizzly-1448-jon-103703137/,power,power-jon,Tracker,Grizzly 1448 Jon,2020,new,14,6,562,2019-10-18T06:19:01.000Z,aluminum,,1,0,,,outboard,3630,Columbia,US,MO
7254996,https://www.boattrader.com/listing/2020-sun-tracker-party-barge-22-xp3-103703134/,power,power-pontoon,Sun Tracker,Party Barge 22 XP3,2020,new,24.17,8.5,2979,2019-10-18T06:19:00.000Z,aluminum,,1,115,,,outboard,39565,Springfield,US,MO
7254997,https://www.boattrader.com/listing/2020-tahoe-t16-103703135/,power,power-bowrider,Tahoe,T16,2020,new,16.42,7.5,1250,2019-10-18T06:19:00.000Z,fiberglass,,1,0,,,outboard,,Columbia,US,SC
7254995,https://www.boattrader.com/listing/2020-tracker-grizzly-1860-cc-103703141/,power,power-jon,Tracker,Grizzly 1860 CC,2020,new,19.17,7,1020,2019-10-18T06:19:00.000Z,aluminum,,1,90,,,outboard,21615,Glenpool,US,OK
7254993,https://www.boattrader.com/listing/2020-regency-250-le3-103703139/,power,power-pontoon,Regency,250 LE3,2020,new,27.42,8.5,3637,2019-10-18T06:19:00.000Z,aluminum,,1,350,,,outboard,78665,Prairie Du Chien,US,WI
7254994,https://www.boattrader.com/listing/2020-sun-tracker-fishin-barge-24-xp3-103703140/,power,power-pontoon,Sun Tracker,"Fishin' Barge 24 XP3",2020,new,26.17,8.5,2956,2019-10-18T06:19:00.000Z,aluminum,,1,150,,,outboard,46160,Council Bluffs,US,IA
7254989,https://www.boattrader.com/listing/2020-tracker-bass-tracker-classic-xl-103703151/,power,power-bass,Tracker,Bass Tracker Classic XL,2020,new,16.67,6.42,780,2019-10-18T06:18:59.000Z,aluminum,gasoline,1,50,,,outboard,12445,Kodak,US,TN
7254991,https://www.boattrader.com/listing/2020-nitro-z17-103703153/,power,power-bass,Nitro,Z17,2020,new,17.33,7.5,1450,2019-10-18T06:18:59.000Z,fiberglass,gasoline,1,115,,,outboard,28015,Tampa,US,FL
7254990,https://www.boattrader.com/listing/2020-sun-tracker-party-barge-22-rf-xp3-103703154/,power,power-pontoon,Sun Tracker,Party Barge 22 RF XP3,2020,new,24.17,8.5,2979,2019-10-18T06:18:59.000Z,aluminum,,1,150,,,outboard,43990,Rocklin,US,CA
7254992,https://www.boattrader.com/listing/2020-sun-tracker-fishin-barge-20-dlx-103703138/,power,power-pontoon,Sun Tracker,"Fishin' Barge 20 DLX",2020,new,21.92,8.5,1939,2019-10-18T06:18:59.000Z,aluminum,,1,90,,,outboard,30360,Piedmont,US,SC
7254986,https://www.boattrader.com/listing/2020-mako-pro-skiff-15-cc-103703182/,power,power-skiff,Mako,Pro Skiff 15 CC,2020,new,15.17,6.5,1140,2019-10-18T06:18:58.000Z,fiberglass,,1,60,,,outboard,18750,Myrtle Beach,US,SC
7254983,https://www.boattrader.com/listing/2020-tracker-bass-tracker-classic-xl-103703146/,power,power-bass,Tracker,Bass Tracker Classic XL,2020,new,16.67,6.42,780,2019-10-18T06:18:58.000Z,aluminum,gasoline,1,50,,,outboard,12445,Pearl,US,MS
7254982,https://www.boattrader.com/listing/2020-tracker-grizzly-1754-jon-103703147/,power,power-jon,Tracker,Grizzly 1754 Jon,2020,new,17.08,6.5,670,2019-10-18T06:18:58.000Z,aluminum,,1,0,,,outboard,5230,Bristol,US,VA
7254984,https://www.boattrader.com/listing/2020-tracker-bass-tracker-classic-xl-103703156/,power,power-bass,Tracker,Bass Tracker Classic XL,2020,new,16.67,6.42,780,2019-10-18T06:18:58.000Z,aluminum,gasoline,1,50,,,outboard,12345,Memphis,US,TN
7254987,https://www.boattrader.com/listing/2020-regency-230-le3-103703157/,power,power-pontoon,Regency,230 LE3,2020,new,25.33,8.5,3235,2019-10-18T06:18:58.000Z,aluminum,,1,200,,,outboard,61870,Springfield,US,MO
