id,url,type,boatClass,make,model,year,condition,length_ft,beam_ft,dryWeight_lb,created,hullMaterial,fuelType,numEngines,totalHP,maxEngineYear,minEngineYear,engineCategory,price,city,country,state
7255072,https://www.boattrader.com/listing/2014-shearwater-27-103703240/,power,power-center,ShearWater,27,2014,used,27,8.5,,2019-10-18T07:19:36.000Z,fiberglass,gasoline,1,350,2014,2014,,98000,Clermont,US,FL
6956267,https://www.boattrader.com/listing/2019-supra-sr-103487001/,power,power-skiwake,Supra,SR,2019,new,20,8.5,4950,2019-01-14T12:12:02.000Z,fiberglass,gasoline,1,350,,,inboard,113485,Cincinnati,US,OH
7007851,https://www.boattrader.com/listing/2020-sea-ray-slx-400-outboard-103521932/,power,power-other,Sea Ray,SLX 400 Outboard,2020,new,40,12.08,18537,2019-03-06T12:58:33.000Z,fiberglass,gasoline,3,1200,,,outboard,,Stuart,US,FL
7246473,https://www.boattrader.com/listing/2020-willie-17x60-drift-boat--103697715/,power,power-aluminum,Willie,17X60 DRIFT BOAT,2020,new,17,7.5,,2019-10-10T07:38:46.000Z,aluminum,other,0,,,,,,Coos Bay,US,OR
7212069,https://www.boattrader.com/listing/2019-lund-1675-adventure-sport-103672353/,power,power-fresh,Lund,1675 Adventure Sport,2019,new,16.83,7.25,,2019-09-10T07:30:01.000Z,aluminum,gasoline,1,90,,,outboard-4s,26291,Princeton,US,WI
6992168,https://www.boattrader.com/listing/2019-supra-sl-103511613/,power,power-skiwake,Supra,SL,2019,new,23,8.5,5600,2019-02-19T12:03:35.000Z,fiberglass,gasoline,1,350,,,inboard,138916,Cincinnati,US,OH
7255070,https://www.boattrader.com/listing/2019-sweetwater-sw-2286-c-103703239/,power,power-pontoon,Sweetwater,SW 2286 C,2019,used,22,8.5,2083,2019-10-18T07:16:55.000Z,aluminum,gasoline,1,150,2019,2019,,34900,Wolfeboro,US,NH
6923065,https://www.boattrader.com/listing/2019-scout-300-lxf-103465152/,power,power-sportfish,Scout,300 Lxf,2019,new,30,9.83,7164,2018-11-29T08:23:50.000Z,fiberglass,gasoline,2,600,,,outboard,,Orlando,US,FL
7175593,https://www.boattrader.com/listing/2003-grady-white-330-express-103651408/,power,power-sportfish,Grady-White,330 Express,2003,used,33,,,2019-08-07T12:04:36.000Z,fiberglass,gasoline,2,900,,,outboard,105000,Seabrook,US,TX
7255061,https://www.boattrader.com/listing/2002-chaparral-230-ssi-103703236/,power,power-runabout,Chaparral,230 SSi,2002,used,22.83,8.5,4185,2019-10-18T07:10:09.000Z,fiberglass,gasoline,1,270,2002,2002,,24900,Osage Beach,US,MO
7199488,https://www.boattrader.com/listing/2020-sun-tracker-bass-buggy-18-dlx-103662548/,power,power-pontoon,Sun Tracker,Bass Buggy 18 DLX,2020,new,18,6,1420,2019-08-29T11:00:01.000Z,other,other,1,0,,,outboard-4s,25300,White Bluff,US,TN
7248930,https://www.boattrader.com/listing/2006-twin-vee-26-express-103701449/,power,power-saltfish,Twin Vee,26 Express,2006,used,26,8.5,3640,2019-10-12T07:39:39.000Z,fiberglass,gasoline,2,350,,,outboard-4s,31600,Oviedo,US,FL
6910479,https://www.boattrader.com/listing/2017-princess-75-motor-yacht-103697831/,power,power-flybridge,Princess,75 Motor Yacht,2017,used,75,18.92,105160,2018-11-14T06:21:27.000Z,fiberglass,diesel,2,3600,,,inboard,4295000,Ft Lauderdale,US,FL
7253977,https://www.boattrader.com/listing/2019-sportsman-masters-227-103702493/,power,power-center,Sportsman,Masters 227,2019,new,22.33,8.33,2350,2019-10-17T10:11:56.000Z,other,gasoline,1,200,,,outboard,58225,Saint Augustine,US,FL
7251867,https://www.boattrader.com/listing/2018-shearwater-260-carolina-flare-103701175/,power,power-bay,ShearWater,260 Carolina Flare,2018,used,25,,,2019-10-15T17:30:49.000Z,fiberglass,other,1,0,,,,129500,Clermont,US,FL
7230745,https://www.boattrader.com/listing/2019-tidewater-2200-carolina-bay-103685323/,power,power-bay,Tidewater,2200 Carolina Bay,2019,new,22,,,2019-09-26T06:05:04.000Z,fiberglass,other,1,0,,,,,Melbourne,US,FL
7230727,https://www.boattrader.com/listing/2020-shearwater-270-shearwater-103685320/,power,power-bay,ShearWater,270 Shearwater,2020,new,27,,,2019-09-26T06:03:28.000Z,other,other,1,0,,,,147600,Clermont,US,FL
7230741,https://www.boattrader.com/listing/2019-tidewater-1910-bay-max-103685332/,power,power-bay,Tidewater,1910 Bay Max,2019,new,19,,,2019-09-26T06:04:45.000Z,fiberglass,other,1,0,,,,,Melbourne,US,FL
7230749,https://www.boattrader.com/listing/2020-tidewater-2500-carolina-bay-103685325/,power,power-bay,Tidewater,2500 Carolina Bay,2020,new,25,,,2019-09-26T06:05:22.000Z,other,other,1,0,,,,,Melbourne,US,FL
7230746,https://www.boattrader.com/listing/2020-tidewater-2110-bay-max-103685322/,power,power-bay,Tidewater,2110 Bay Max,2020,new,21,,,2019-09-26T06:05:04.000Z,fiberglass,other,1,0,,,,,Melbourne,US,FL
7253916,https://www.boattrader.com/listing/2000-cobalt-262-103702430/,power,power-runabout,Cobalt,262,2000,used,26.67,8.5,,2019-10-17T09:44:25.000Z,fiberglass,gasoline,1,250,,,,32000,Farmington,US,UT
7230737,https://www.boattrader.com/listing/2020-sea-fox-206-commander-103685328/,power,power-center,Sea Fox,206 Commander,2020,new,20,,,2019-09-26T06:04:26.000Z,fiberglass,other,1,0,,,,,Clermont,US,FL
7254558,https://www.boattrader.com/listing/2020-lund-2020-lund-1625-fury-xl-ss-103702897/,power,power-fresh,Lund,2020 Lund 1625 Fury XL SS,2020,new,16,,,2019-10-17T17:28:24.000Z,other,other,1,0,,,,,Clermont,US,FL
7230733,https://www.boattrader.com/listing/2020-lund-1875-renegade-103685337/,power,power-bass,Lund,1875 Renegade,2020,new,18,,,2019-09-26T06:04:26.000Z,aluminum,other,1,0,,,,,Clermont,US,FL
7230738,https://www.boattrader.com/listing/2020-sea-fox-228-commander-103685327/,power,power-center,Sea Fox,228 Commander,2020,new,22,,,2019-09-26T06:04:26.000Z,fiberglass,other,1,0,,,,,Clermont,US,FL
7247112,https://www.boattrader.com/listing/2020-tracker-bass-tracker-classic-xl-103698196/,power,power-bass,Tracker,BASS TRACKER® Classic XL,2020,new,20,6.42,1795,2019-10-10T14:09:49.000Z,other,other,0,,,,,12445,White Bluff,US,TN
7255034,https://www.boattrader.com/listing/2007-cruisers-yachts-455-express-motoryacht-103703227/,power,power-motor,Cruisers Yachts,455 Express Motoryacht,2007,used,45,15,,2019-10-18T06:41:19.000Z,fiberglass,diesel,2,960,,,,245000,Merritt Island,US,FL
7106199,https://www.boattrader.com/listing/2014-cobalt-200-103597299/,power,power-runabout,Cobalt,200,2014,used,19.33,8.33,3500,2019-06-07T08:30:22.000Z,fiberglass,gasoline,1,225,,,inboard-outboard,37500,Hastings,US,MN
6957797,https://www.boattrader.com/listing/2008-formula-31-pc-103487963/,power,power-expresscruiser,Formula,31 PC,2008,used,33,11,,2019-01-16T07:02:24.000Z,fiberglass,gasoline,2,640,,,inboard-outboard,129900,Hastings,US,MN
7253990,https://www.boattrader.com/listing/2019-sportsman-masters-227-103702501/,power,power-center,Sportsman,Masters 227,2019,new,22.33,8.33,2350,2019-10-17T10:17:43.000Z,other,gasoline,1,250,,,outboard,64158,Saint Augustine,US,FL
7023031,https://www.boattrader.com/listing/2019-sun-tracker-party-barge-20-dlx-103533318/,power,power-pontoon,Sun Tracker,Party Barge 20 DLX,2019,new,22,8.5,1695,2019-03-20T11:22:26.000Z,aluminum,gasoline,1,90,,,outboard-4s,27680,White Bluff,US,TN
7253999,https://www.boattrader.com/listing/2019-sportsman-masters-227-103702504/,power,power-center,Sportsman,Masters 227,2019,new,22.33,8.33,2350,2019-10-17T10:22:55.000Z,other,gasoline,1,250,,,outboard,63667,Saint Augustine,US,FL
7093178,https://www.boattrader.com/listing/2004-fountain-38-express-103587574/,power,power-expresscruiser,Fountain,38 EXPRESS,2004,used,38,10.5,13500,2019-05-13T00:00:00.000Z,fiberglass,diesel,2,600,2004,2004,inboard-outboard,89000,Grasonville,US,MD
6921020,https://www.boattrader.com/listing/2015-boston-whaler-315-conquest-103463752/,power,power-sportfish,Boston Whaler,315 Conquest,2015,used,31,10.67,8800,2018-10-04T00:00:00.000Z,fiberglass,gasoline,2,600,2015,2015,outboard,245000,Hampton,US,VA
7255074,https://www.boattrader.com/listing/2019-beneteau-swift-trawler-44-103703231/,power,power-trawler,Beneteau,Swift Trawler 44,2019,new,45,13.92,23957,2019-10-18T07:21:38.000Z,fiberglass,diesel,2,600,2019,2019,inboard,,Sturgeon Bay,US,WI
7247125,https://www.boattrader.com/listing/2019-tracker-pro-team-175-txw-103698202/,power,power-aluminum,Tracker,Pro Team 175 TXW,2019,new,17.58,7.42,1050,2019-10-10T14:19:58.000Z,aluminum,gasoline,1,60,,,outboard,17365,White Bluff,US,TN
7139255,https://www.boattrader.com/listing/2008-venture-cuddy-103619205/,power,power-center,Venture,Cuddy,2008,used,39,,,2019-07-05T12:13:11.000Z,fiberglass,other,1,0,,,outboard,295000,Marco Island,US,FL
7023103,https://www.boattrader.com/listing/2019-tracker-pro-team-195-txw-tournament-edition-103533358/,power,power-bass,Tracker,Pro Team™ 195 TXW Tournament Edition,2019,new,18.58,8.17,1215,2019-03-20T12:05:45.000Z,aluminum,gasoline,1,150,,,outboard,29993,White Bluff,US,TN
7250246,https://www.boattrader.com/listing/2017-bennington-25-qx-swingback-windscreen-sport-arch-103700282/,power,power-pontoon,Bennington,25 QX Swingback Windscreen Sport Arch,2017,used,25.8,8.5,,2019-10-14T14:21:57.000Z,other,gasoline,1,300,,,outboard-4s,84900,Syracuse,US,IN
7253961,https://www.boattrader.com/listing/2019-sportsman-masters-227-103702484/,power,power-center,Sportsman,Masters 227,2019,new,22.33,8.5,2350,2019-10-17T10:02:27.000Z,other,gasoline,1,250,,,outboard,49854,Saint Augustine,US,FL
7253983,https://www.boattrader.com/listing/2017-world-cat-2740-glacier-bay-edition-103702496/,power,power-other,World Cat,2740 Glacier Bay Edition,2017,used,27,8.75,6900,2019-10-17T10:15:13.000Z,fiberglass,gasoline,2,300,2017,2017,outboard-4s,139900,Beaufort,US,NC
7223603,https://www.boattrader.com/listing/2018-jupiter-26-fs-103680544/,power,power-center,Jupiter,26 FS,2018,used,26,8.67,5460,2019-09-19T10:58:39.000Z,fiberglass,gasoline,2,400,2018,2018,outboard-4s,190000,Stuart,US,FL
7255068,https://www.boattrader.com/listing/2020-bennington-25-rsb-103703232/,power,power-pontoon,Bennington,25 RSB,2020,new,25.8,8.5,,2019-10-18T07:16:32.000Z,other,other,1,0,,,outboard-4s,,Syracuse,US,IN
7245141,https://www.boattrader.com/listing/2014-pathfinder-2200-trs-103696796/,power,power-center,Pathfinder,2200 TRS,2014,used,22,8.5,2650,2019-10-09T08:38:05.000Z,fiberglass,gasoline,1,250,2018,2018,outboard-4s,57900,Naples,US,FL
6151268,https://www.boattrader.com/listing/2007-hunter-41-deck-salon-103330576/,sail,sail-cruiser,Hunter,41 Deck Salon,2007,used,41,13.25,19400,2017-02-23T10:40:05.000Z,fiberglass,diesel,1,40,2007,2007,inboard,149000,,US,FL
7022954,https://www.boattrader.com/listing/2019-ranger-z-518-103533247/,power,power-bass,Ranger,Z 518,2019,new,18.67,8,1575,2019-03-20T10:30:54.000Z,fiberglass,gasoline,1,150,,,outboard,39780,White Bluff,US,TN
7012051,https://www.boattrader.com/listing/2019-aqua-patio-255-sd-103525697/,power,power-pontoon,Aqua Patio,255 SD,2019,new,24.17,8.5,2799,2019-03-09T07:35:15.000Z,aluminum,gasoline,1,250,2019,2019,outboard,79500,Princeton,US,WI
6773043,https://www.boattrader.com/listing/2018-sanpan-2500-ul-103360490/,power,power-pontoon,Sanpan,2500 UL,2018,new,26.83,8.5,2667,2018-07-12T10:40:15.000Z,aluminum,gasoline,1,250,,,outboard,65000,Princeton,US,WI
7229690,https://www.boattrader.com/listing/1998-intermarine-motoryacht-103699032/,power,power-motor,Intermarine,Motoryacht,1998,used,116,25,,2019-09-25T08:31:10.000Z,composite,diesel,2,3300,2017,2017,inboard,3950000,Fort Lauderdale,US,FL
7197858,https://www.boattrader.com/listing/2019-sportsman-masters-227-103661194/,power,power-center,Sportsman,Masters 227,2019,new,22,7,2350,2019-08-28T07:46:50.000Z,fiberglass,gasoline,1,200,,,outboard-4s,,Saint Augustine,US,FL
7085221,https://www.boattrader.com/listing/2019-ranger-z521c-103581738/,power,power-bass,Ranger,Z521C,2019,new,21.58,8,,2019-05-16T13:46:03.000Z,fiberglass,gasoline,1,250,,,outboard,72460,White Bluff,US,TN
7127847,https://www.boattrader.com/listing/2019-mastercraft-nxt22-103610842/,power,power-skiwake,Mastercraft,NXT22,2019,used,22,,,2019-06-25T10:00:04.000Z,fiberglass,gasoline,1,320,,,inboard,83995,Mansfield,US,TX
6790065,https://www.boattrader.com/listing/2019-boston-whaler-330-outrage-103436469/,power,power-sportfish,Boston Whaler,330 Outrage,2019,new,33,10.17,9000,2018-07-30T08:59:58.000Z,fiberglass,gasoline,2,600,,,outboard,,Ft. Myers,US,FL
7255066,https://www.boattrader.com/listing/2020-xpress-h20b-103703229/,power,power-bay,Xpress,H20B,2020,new,20,7.92,1436,2019-10-18T07:15:30.000Z,aluminum,gasoline,1,0,,,outboard,30295,Opelika,US,AL
7221970,https://www.boattrader.com/listing/2019-ranger-z520l-103679409/,power,power-bass,Ranger,Z520L,2019,new,20,7.75,1850,2019-09-18T08:32:55.000Z,other,other,1,0,,,outboard,78000,White Bluff,US,TN
7253189,https://www.boattrader.com/listing/2007-yellowfin-24-bay-103702011/,power,power-bay,Yellowfin,24 Bay,2007,used,24,,,2019-10-16T18:38:33.000Z,fiberglass,,0,,,,,79900,Miami,US,FL
7250235,https://www.boattrader.com/listing/2018-cobia-240-center-console-103700266/,power,power-center,Cobia,240 Center Console,2018,used,24,8.5,,2019-10-14T14:11:39.000Z,fiberglass,gasoline,1,300,2018,2018,outboard-4s,99995,Holmes Beach,US,FL
7022951,https://www.boattrader.com/listing/2019-ranger-z185-103533238/,power,power-bass,Ranger,Z185,2019,new,18.67,8,1575,2019-03-20T10:28:03.000Z,other,gasoline,1,150,,,outboard,34500,White Bluff,US,TN
7166158,https://www.boattrader.com/listing/1997-shamrock-260-express-103637564/,power,power-cuddy,Shamrock,260 Express,1997,used,26,7,,2019-07-31T14:40:09.000Z,fiberglass,diesel,1,210,,,inboard,26000,Moss Beach,US,CA
7255063,https://www.boattrader.com/listing/2020-robalo-r180-center-console-103703228/,power,power-center,Robalo,R180 Center Console,2020,new,18.33,8,2600,2019-10-18T07:12:27.000Z,fiberglass,gasoline,1,150,2018,2018,outboard,44004,Charleston,US,SC
7119468,https://www.boattrader.com/listing/2019-sweetwater-2086-c-103605262/,power,power-pontoon,Sweetwater,2086 C,2019,new,19.33,8.5,1816,2019-06-18T12:55:26.000Z,aluminum,gasoline,1,90,,,outboard,25000,Princeton,US,WI
7119439,https://www.boattrader.com/listing/2019-sweetwater-2186-sb-103605244/,power,power-pontoon,Sweetwater,2186 SB,2019,new,20.33,8.5,1947,2019-06-18T12:35:15.000Z,aluminum,gasoline,1,135,,,outboard,35000,Princeton,US,WI
7106656,https://www.boattrader.com/listing/2019-ranger-rt188-103597645/,power,power-aluminum,Ranger,RT188,2019,new,18.66,7.67,1180,2019-06-07T14:00:21.000Z,aluminum,gasoline,1,0,,,outboard,25681,White Bluff,US,TN
7141544,https://www.boattrader.com/listing/2014-ranger-tugs-r-25sc-103620508/,power,power-cruiser,Ranger Tugs,R-25SC,2014,used,25,8,,2019-07-08T16:00:05.000Z,fiberglass,diesel,1,200,,,inboard,117000,Newberg,US,OR
7188455,https://www.boattrader.com/listing/2014-pursuit-265-dc-103654730/,power,power-dualconsole,Pursuit,265 DC,2014,used,25,8,,2019-08-20T10:30:10.000Z,fiberglass,gasoline,1,350,,,outboard,115500,North Fort Myers,US,FL
7253739,https://www.boattrader.com/listing/2001-boston-whaler-275-conquest-103702291/,power,power-saltfish,Boston Whaler,275 Conquest,2001,used,28.67,9.58,6200,2019-10-17T08:16:57.000Z,fiberglass,gasoline,2,600,2018,2018,outboard-4s,95000,Ventura,US,CA
7225329,https://www.boattrader.com/listing/2019-ranger-rt188-103681824/,power,power-bass,Ranger,RT188,2019,new,18,7.67,,2019-09-20T14:37:09.000Z,other,other,1,0,,,,25681,White Bluff,US,TN
7240593,https://www.boattrader.com/listing/2020-tidewater-2410-bay-max-103693689/,power,power-center,Tidewater,2410 BAY MAX,2020,new,24.91,9,,2019-10-04T11:10:44.000Z,fiberglass,gasoline,1,250,,,outboard,,Reedville,US,VA
7244795,https://www.boattrader.com/listing/2002-osprey-pilothouse-26-lc-103696531/,power,power-downeast,Osprey Pilothouse,26 LC,2002,used,26,,,2019-10-09T05:42:47.000Z,fiberglass,gasoline,1,330,,,,37500,Plymouth,US,MA
7007852,https://www.boattrader.com/listing/2020-sea-ray-slx-400-outboard-103521930/,power,power-other,Sea Ray,SLX 400 Outboard,2020,new,40,12.08,18537,2019-03-06T12:58:34.000Z,fiberglass,gasoline,3,1050,,,outboard,,Pompano Beach,US,FL
7253627,https://www.boattrader.com/listing/2000-silverton-352-motor-yacht-103702238/,power,power-motor,Silverton,352 Motor Yacht,2000,used,41.34,13,20809,2019-10-17T06:46:48.000Z,fiberglass,gasoline,2,640,2000,2000,inboard,74900,Spring Lake,US,MI
7251206,https://www.boattrader.com/listing/2016-sea-ray-240-sdx-ob-103703101/,power,power-deck,Sea Ray,240 SDX OB,2016,used,24,8.5,3909,2019-10-15T12:31:38.000Z,fiberglass,gasoline,1,200,,,outboard,59956,Ft. Myers,US,
7242960,https://www.boattrader.com/listing/2011-sea-ray-sun-deck-260-103695334/,power,power-bowrider,Sea Ray,SUN DECK 260,2011,used,26,8.5,5100,2019-10-07T12:06:45.000Z,fiberglass,gasoline,1,300,,,inboard-outboard,47500,Hyannis/Falmouth/ Chatham/Wareham,US,MA
7247094,https://www.boattrader.com/listing/2016-bayliner-vr5-103698185/,power,power-bowrider,Bayliner,VR5,2016,used,20,8,,2019-10-10T13:46:19.000Z,fiberglass,gasoline,1,220,2016,2016,inboard-outboard,24900,Spring Lake,US,MI
7157577,https://www.boattrader.com/listing/2019-ranger-rt188c-103631356/,power,power-aluminum,Ranger,RT188C,2019,new,18.67,7.67,1180,2019-07-24T15:16:22.000Z,aluminum,gasoline,1,115,,,outboard,26500,White Bluff,US,TN
6889505,https://www.boattrader.com/listing/2015-sea-ray-l65-sundancer-103446476/,power,power-expresscruiser,Sea Ray,L65 Sundancer,2015,used,65,17.17,,2018-10-25T09:37:12.000Z,fiberglass,diesel,2,2300,2015,2015,inboard,1490000,Chicago   ,US,IL
7164009,https://www.boattrader.com/listing/2014-century-2600-center-console-103636067/,power,power-center,Century,2600 Center Console,2014,used,26,8.5,5800,2019-07-30T10:13:17.000Z,fiberglass,gasoline,2,400,2014,2014,multiple,69900,Mattituck,US,NY
7022949,https://www.boattrader.com/listing/2019-ranger-z185-103533240/,power,power-bass,Ranger,Z185,2019,new,18.66,8,1575,2019-03-20T10:26:07.000Z,fiberglass,gasoline,1,150,,,outboard,34690,White Bluff,US,TN
7255060,https://www.boattrader.com/listing/1958-lone-star-21-cruisemaster-103703226/,power,power-antique,Lone Star,21 Cruisemaster,1958,used,21,7,,2019-10-18T07:07:57.000Z,aluminum,gasoline,1,0,,,inboard-outboard,14900,Dwight,US,IL
7054802,https://www.boattrader.com/listing/2018-galeon-560-skydeck-103578198/,power,power-mega,Galeon,560 Skydeck,2018,used,56,,,2019-04-18T12:40:05.000Z,fiberglass,diesel,2,1450,,,inboard,1098352,Ft. Myers,US,FL
3807473,https://www.boattrader.com/listing/2020-alumacraft-competitor-165t-100970570/,power,power-aluminum,Alumacraft,Competitor 165T,2020,new,16,,,2011-12-02T09:26:47.000Z,aluminum,gasoline,0,,,,,,Wisconsin Rapids,US,WI
6847685,https://www.boattrader.com/listing/2019-azimut-s7-103473579/,power,power-mega,Azimut,S7,2019,new,70,,,2018-09-18T13:45:29.000Z,fiberglass,diesel,3,2400,,,inboard,,Pompano Beach,US,FL
6682473,https://www.boattrader.com/listing/2019-boston-whaler-270-dauntless-103436602/,power,power-sportfish,Boston Whaler,270 Dauntless,2019,new,27,9,4800,2018-04-16T10:12:34.000Z,fiberglass,gasoline,2,450,,,outboard,,Clearwater,US,FL
7073261,https://www.boattrader.com/listing/1994-catalina-320-103572743/,sail,sail-day,Catalina,320,1994,used,32,11.75,,2019-05-02T00:00:00.000Z,fiberglass,diesel,1,0,,,inboard,36000,Orange Beach ,US,AL
7221017,https://www.boattrader.com/listing/2009-sabre-hardtop-express-103678865/,power,power-downeast,Sabre,Hardtop Express,2009,used,42,14.33,,2019-09-17T11:58:36.000Z,fiberglass,diesel,2,850,,,inboard,419000,Portland,US,ME
7058580,https://www.boattrader.com/listing/2019-nauticstar-195-nauticbay-103560282/,power,power-center,NauticStar,195 NauticBay,2019,new,19,7.75,1298,2019-04-22T13:33:01.000Z,fiberglass,gasoline,1,115,,,outboard,,Fort Walton Beach,US,FL
7007802,https://www.boattrader.com/listing/2019-sea-ray-sdx-250-outboard-103521903/,power,power-other,Sea Ray,SDX 250 Outboard,2019,new,25,8.5,5557,2019-03-06T12:52:27.000Z,fiberglass,gasoline,1,300,,,outboard,,Gulf Shores,US,AL
7180175,https://www.boattrader.com/listing/1989-hatteras-cockpit-motoryacht-1989-2015--103651367/,power,power-motor,Hatteras,Cockpit Motoryacht (1989/2015),1989,used,78,18.08,,2019-08-12T11:06:50.000Z,fiberglass,diesel,2,2080,1989,1989,inboard,479000,Boca Raton,US,FL
7254908,https://www.boattrader.com/listing/2017-hewescraft-180-open-fisherman-103703223/,power,power-aluminum,Hewescraft,180 Open Fisherman,2017,used,18,7.17,,2019-10-18T06:06:17.000Z,aluminum,gasoline,1,75,,,outboard-4s,24900,Grand Haven,US,MI
