id,url,type,boatClass,make,model,year,condition,length_ft,beam_ft,dryWeight_lb,created,hullMaterial,fuelType,numEngines,totalHP,maxEngineYear,minEngineYear,engineCategory,price,sellerId,country,state
7193161,https://www.boattrader.com/listing/2020-yamaha-boats-195-fsh-sport-103657727/,power,power-center,Yamaha Boats,195 FSH SPORT,2020,new,19,8.5,,2019-08-23T10:14:39.000Z,fiberglass,gasoline,1,0,,,,38479,5680,US,FL
6901129,https://www.boattrader.com/listing/2019-boston-whaler-330-outrage-103453094/,power,power-sportfish,Boston Whaler,330 Outrage,2019,new,33,10.17,9000,2018-11-06T08:28:30.000Z,fiberglass,gasoline,2,600,,,outboard,,44165,US,FL
7254847,https://www.boattrader.com/listing/2020-valhalla-boatworks-v-41-103703100/,power,power-center,Valhalla Boatworks,V-41,2020,new,41,11.58,13444,2019-10-18T04:28:10.000Z,fiberglass,gasoline,4,1600,,,outboard-4s,,14292,US,MI
7264883,https://www.boattrader.com/listing/2001-pursuit-2470-walkaround-103711087/,power,power-saltfish,Pursuit,2470 Walkaround,2001,used,24.58,8.5,3800,2019-10-28T10:44:17.000Z,fiberglass,gasoline,1,225,,,outboard-4s,29900,5148,US,CT
7264886,https://www.boattrader.com/listing/2006-stott-craft-2160-bay-103711083/,power,power-center,Stott Craft,2160 BAY,2006,used,22,7.75,,2019-10-28T10:45:26.000Z,fiberglass,gasoline,1,150,,,outboard,15995,34403,US,FL
6850407,https://www.boattrader.com/listing/2020-azimut-verve-40-103663420/,power,power-mega,Azimut,Verve 40,2020,new,40,12.75,29762,2018-09-20T13:08:38.000Z,fiberglass,gasoline,3,1050,,,outboard,,44177,US,FL
6849939,https://www.boattrader.com/listing/2020-azimut-a45-103473539/,power,power-mega,Azimut,A45,2020,new,43,,,2018-09-20T10:47:15.000Z,other,diesel,2,870,,,inboard,,62546,US,MA
7209407,https://www.boattrader.com/listing/2016-sea-ray-19-spx-103708469/,power,power-other,Sea Ray,19 SPX,2016,used,19,,,2019-09-09T05:14:52.000Z,fiberglass,gasoline,1,180,,,,26670,44181,US,MN
7264879,https://www.boattrader.com/listing/2001-sea-ray-310-sundancer-103711085/,power,power-expresscruiser,Sea Ray,310 Sundancer,2001,used,31,22.17,12000,2019-10-28T10:43:06.000Z,fiberglass,gasoline,2,600,2017,2017,inboard,59900,8390,US,MD
7123794,https://www.boattrader.com/listing/2020-boston-whaler-250-outrage-103706232/,power,power-sportfish,Boston Whaler,250 Outrage,2020,new,25,9,5350,2019-06-21T12:09:47.000Z,fiberglass,gasoline,3,800,,,multiple,,62546,US,MA
7264880,https://www.boattrader.com/listing/2019-yellowfin-36-offshore-103711069/,power,power-center,Yellowfin,36 Offshore,2019,used,36.67,10,,2019-10-28T10:43:11.000Z,fiberglass,gasoline,1,900,,,outboard,439000,213886,US,SC
7264882,https://www.boattrader.com/listing/2019-yellowfin-36-offshore-103711081/,power,power-center,Yellowfin,36 Offshore,2019,used,36.67,10,,2019-10-28T10:44:02.000Z,fiberglass,gasoline,1,900,,,outboard,439000,213886,US,SC
7143622,https://www.boattrader.com/listing/2006-pursuit-2570-offshore-103622401/,power,power-saltfish,Pursuit,2570 Offshore,2006,used,25,8.75,6100,2019-07-10T12:34:41.000Z,fiberglass,gasoline,2,300,2006,2006,outboard-4s,58900,5604,US,VA
7019107,https://www.boattrader.com/listing/2014-chaparral-330-signature-103531773/,power,power-cruiser,Chaparral,330 Signature,2014,used,33,10.5,12900,2019-03-15T13:46:18.000Z,fiberglass,gasoline,2,600,2014,2014,inboard-outboard,149000,18217,US,FL
7216119,https://www.boattrader.com/listing/2005-key-west-1520-cc-103675656/,power,power-center,Key West,1520 Cc,2005,used,15,7,,2019-09-12T12:20:35.000Z,fiberglass,gasoline,0,,,,,9500,35201,US,FL
7198560,https://www.boattrader.com/listing/2018-mako-19-cpx-103661937/,power,power-center,Mako,19 CPX,2018,used,19,7.75,,2019-08-28T14:57:03.000Z,fiberglass,gasoline,1,150,,,outboard,29995,34403,US,FL
7200641,https://www.boattrader.com/listing/2020-sailfish-241cc-103708567/,power,power-sportfish,Sailfish,241CC,2020,new,24,,,2019-08-30T10:07:54.000Z,fiberglass,gasoline,1,250,,,outboard,,62546,US,MA
7193336,https://www.boattrader.com/listing/2020-yamaha-boats-210-fsh-sport-103657866/,power,power-center,Yamaha Boats,210 FSH Sport,2020,new,21,8.5,,2019-08-23T11:56:47.000Z,other,gasoline,2,0,,,multiple,48599,5680,US,FL
7263809,https://www.boattrader.com/listing/2018-regulator-34ss-103710365/,power,power-center,Regulator,34SS,2018,new,34,10.92,11315,2019-10-26T07:56:15.000Z,fiberglass,gasoline,3,900,2018,2018,outboard-4s,365000,17918,US,VA
7236534,https://www.boattrader.com/listing/1999-donzi-deck-boat-103690460/,power,power-deck,Donzi,Deck Boat,1999,used,24,8.5,,2019-10-01T15:10:33.000Z,fiberglass,gasoline,1,0,,,inboard-outboard,10500,66911,US,MD
7198462,https://www.boattrader.com/listing/2010-malibu-wakesetter-21-vlx-103661854/,power,power-skiwake,Malibu,Wakesetter 21 VLX,2010,used,21.5,8.33,3700,2019-08-28T13:33:24.000Z,fiberglass,gasoline,1,350,,,inboard,47900,34411,US,MA
7264733,https://www.boattrader.com/listing/2013-grady-white-fisherman-103710961/,power,power-saltfish,Grady-White,Fisherman,2013,used,23,8.5,5000,2019-10-28T08:53:30.000Z,fiberglass,gasoline,1,300,2013,2013,outboard,75000,17918,US,VA
7264875,https://www.boattrader.com/listing/2016-seavee-340z-103711077/,power,power-saltfish,SeaVee,340Z,2016,used,34,10,,2019-10-28T10:42:03.000Z,fiberglass,gasoline,1,350,,,outboard,289900,269080,US,FL
7261625,https://www.boattrader.com/listing/2017-malibu-m235-103708778/,power,power-skiwake,Malibu,M235,2017,used,23.5,,,2019-10-24T12:40:56.000Z,fiberglass,gasoline,1,0,,,inboard,119000,255353,US,GA
7264877,https://www.boattrader.com/listing/2016-seavee-340z-103711078/,power,power-saltfish,SeaVee,340Z,2016,used,34,10,,2019-10-28T10:42:07.000Z,fiberglass,gasoline,1,350,,,outboard,289900,269080,US,FL
7264815,https://www.boattrader.com/listing/2001-wellcraft-33-martinique-103711029/,power,power-expresscruiser,Wellcraft,33 Martinique,2001,used,33,11.17,10300,2019-10-28T09:54:31.000Z,fiberglass,gasoline,2,740,,,inboard,12000,45525,US,MA
7260237,https://www.boattrader.com/listing/2007-ocean-alexander-45-sedan-103709647/,power,power-convertible,Ocean Alexander,45 Sedan,2007,new,45,14.33,,2019-10-23T11:53:08.000Z,fiberglass,diesel,2,960,,,,429000,182603,US,IL
7096073,https://www.boattrader.com/listing/2020-sea-ray-320-sundancer-103711072/,power,power-sportcruiser,Sea Ray,320 Sundancer,2020,new,32,,,2019-05-28T11:26:18.000Z,fiberglass,gasoline,2,600,,,,,62546,US,MA
7133835,https://www.boattrader.com/listing/2003-bayliner-203-br-103615226/,power,power-bowrider,Bayliner,203 BR,2003,used,20,8,,2019-07-01T11:38:52.000Z,fiberglass,gasoline,0,,,,,7500,3049,US,OH
7161092,https://www.boattrader.com/listing/2010-malibu-wakesetter-21-vlx-103633823/,power,power-skiwake,Malibu,Wakesetter 21 VLX,2010,used,21.5,8.33,3700,2019-07-27T12:20:26.000Z,fiberglass,gasoline,1,350,,,inboard,47900,59142,US,NH
7193526,https://www.boattrader.com/listing/2020-yamaha-boats-210-fsh-sport-103658008/,power,power-center,Yamaha Boats,210 FSH Sport,2020,new,21,8.5,,2019-08-23T12:52:56.000Z,fiberglass,gasoline,2,0,,,multiple,48599,5680,US,FL
7262835,https://www.boattrader.com/listing/2016-airboat-20-103711067/,power,power-other,Airboat,20,2016,used,20,8,,2019-10-25T08:29:15.000Z,aluminum,gasoline,1,430,,,inboard,44500,14284,US,TX
7259536,https://www.boattrader.com/listing/2012-sea-hunt-ultra-234-103707394/,power,power-center,Sea Hunt,Ultra 234,2012,used,23.33,8.5,,2019-10-23T03:21:08.000Z,fiberglass,gasoline,1,250,,,outboard,62500,89137,US,AL
7264855,https://www.boattrader.com/listing/2017-sportsman-open-212-center-console-103711066/,power,power-center,Sportsman,Open 212 Center Console,2017,used,21,8.42,2300,2019-10-28T10:27:33.000Z,fiberglass,gasoline,1,150,2017,2017,outboard,43900,20815,US,FL
7264215,https://www.boattrader.com/listing/2018-sea-fox-246-commander-103710668/,power,power-center,Sea Fox,246 Commander,2018,used,24,,,2019-10-27T12:36:27.000Z,fiberglass,other,1,0,,,outboard,61000,209969,US,SC
7199314,https://www.boattrader.com/listing/2020-chaparral-21-surf-103662431/,power,power-bowrider,Chaparral,21 SURF,2020,new,21,8.33,3300,2019-08-29T09:14:01.000Z,fiberglass,gasoline,1,240,2020,2020,inboard-outboard,61720,34839,US,MI
7236628,https://www.boattrader.com/listing/2000-baja-252-islander-103690534/,power,power-bowrider,Baja,252 Islander,2000,used,25,8.5,,2019-10-01T16:47:07.000Z,fiberglass,gasoline,0,,,,,22900,3180,US,MO
7156501,https://www.boattrader.com/listing/2004-sea-ray-240-bow-rider-103630633/,power,power-bowrider,Sea Ray,240 Bow Rider,2004,used,24,8.5,,2019-07-23T22:17:20.000Z,fiberglass,gasoline,0,,,,,23900,3180,US,MO
7189949,https://www.boattrader.com/listing/2020-bennington-21-ssrx-103655550/,power,power-pontoon,Bennington,21 SSRX,2020,new,21,8.5,,2019-08-21T07:36:06.000Z,other,other,1,50,,,outboard,32999,3432,US,OH
7252506,https://www.boattrader.com/listing/2016-parker-21-special-edition-103701668/,power,power-center,Parker,21 Special Edition,2016,used,21,8.5,3200,2019-10-16T08:36:01.000Z,fiberglass,gasoline,1,150,2016,2016,outboard-4s,39900,171233,US,NY
7215662,https://www.boattrader.com/listing/2006-monterey-250-cruiser-103678551/,power,power-cruiser,Monterey,250 Cruiser,2006,used,27,8.5,6100,2019-09-12T08:45:42.000Z,fiberglass,gasoline,1,300,2006,2006,,34900,10923,US,FL
7189919,https://www.boattrader.com/listing/2020-bennington-21-sl-103655520/,power,power-pontoon,Bennington,21 SL,2020,new,21,8,,2019-08-21T07:27:42.000Z,other,gasoline,1,50,,,outboard-4s,28999,3432,US,OH
7223569,https://www.boattrader.com/listing/2019-sunseeker-manhattan-66-103685986/,power,power-motor,Sunseeker,Manhattan 66,2019,used,66,17.25,83854,2019-09-19T10:37:14.000Z,fiberglass,diesel,2,2000,2019,2019,other,2495000,258021,US,FL
6693795,https://www.boattrader.com/listing/2019-grady-white-freedom-375-103305152/,power,power-sportfish,Grady-White,Freedom 375,2019,new,37,13.17,16250,2018-04-26T09:21:10.000Z,fiberglass,gasoline,3,1275,,,outboard,,44223,US,FL
7263508,https://www.boattrader.com/listing/2012-andros-tarpon-26-103710180/,power,power-center,Andros,Tarpon 26,2012,used,26,,,2019-10-25T19:09:18.000Z,fiberglass,,0,,,,,90000,268891,US,FL
7157982,https://www.boattrader.com/listing/2017-pursuit-c-260-center-console-103631684/,power,power-center,Pursuit,C 260 Center Console,2017,used,26,8.75,6130,2019-07-25T05:46:53.000Z,fiberglass,gasoline,2,300,2017,2017,outboard,106900,5301,US,NY
7200563,https://www.boattrader.com/listing/2002-sea-ray-260-sundancer-103663289/,power,power-cruiser,Sea Ray,260 Sundancer,2002,used,26,8.5,6200,2019-08-30T09:22:55.000Z,fiberglass,gasoline,1,260,,,,22900,5773,US,OH
7145575,https://www.boattrader.com/listing/2004-regal-2465-regal-103623285/,power,power-expresscruiser,Regal,2465 Regal,2004,used,24,8.42,,2019-07-12T08:13:53.000Z,fiberglass,gasoline,1,250,2004,2004,inboard-outboard,14900,5301,US,NY
7026359,https://www.boattrader.com/listing/2019-phoenix-721-pro-xp-103535810/,power,power-bass,Phoenix,721 Pro Xp,2019,new,20.92,8,1850,2019-03-22T14:30:14.000Z,fiberglass,other,1,0,,,,59998,12703,US,MO
7221332,https://www.boattrader.com/listing/2020-bennington-22-ssbxp-103679033/,power,power-pontoon,Bennington,22 SSBXP,2020,new,22,8.5,,2019-09-17T15:37:42.000Z,other,gasoline,1,50,,,outboard-4s,38999,3432,US,OH
7081008,https://www.boattrader.com/listing/2020-sea-ray-320-sundancer-103652303/,power,power-sportcruiser,Sea Ray,320 Sundancer,2020,new,32,,,2019-05-13T12:48:10.000Z,fiberglass,gasoline,2,600,,,,,44095,US,NJ
6848302,https://www.boattrader.com/listing/2020-scout-420-lxf-103417258/,power,power-sportfish,Scout,420 Lxf,2020,new,42,13.08,16800,2018-09-19T08:27:22.000Z,fiberglass,gasoline,3,1881,,,outboard,,44153,US,FL
7096984,https://www.boattrader.com/listing/1973-mckee-craft-side-console-103590400/,power,power-tender,McKee Craft,Side Console,1973,used,14,,,2019-05-29T09:30:14.000Z,fiberglass,other,1,0,,,,4790,5618,US,NY
6743510,https://www.boattrader.com/listing/2019-sea-ray-sdx-270-outboard-103434568/,power,power-other,Sea Ray,SDX 270 Outboard,2019,new,27,8.5,5660,2018-06-12T08:55:04.000Z,fiberglass,gasoline,1,300,,,outboard,,44153,US,FL
6792441,https://www.boattrader.com/listing/2019-sailfish-242-cc-103376578/,power,power-center,Sailfish,242 CC,2019,new,24,9,5600,2018-08-01T08:34:44.000Z,fiberglass,gasoline,2,300,2019,2019,outboard,92500,18915,US,TX
6856488,https://www.boattrader.com/listing/2019-harris-grand-mariner-270-103477430/,power,power-pontoon,Harris,Grand Mariner 270,2019,new,27,,,2018-09-26T12:54:59.000Z,aluminum,gasoline,1,350,,,outboard,,44133,US,MO
7239254,https://www.boattrader.com/listing/2019-bennington-22-ssbx-103692736/,power,power-pontoon,Bennington,22 SSBX,2019,new,23.75,8,,2019-10-03T14:22:18.000Z,other,gasoline,1,50,,,outboard,37995,3432,US,OH
7264851,https://www.boattrader.com/listing/2020-sea-fox-288-commander-103711052/,power,power-center,Sea Fox,288 Commander,2020,new,28,9.67,6000,2019-10-28T10:23:51.000Z,fiberglass,gasoline,2,600,2020,2020,outboard,,34917,US,LA
7246398,https://www.boattrader.com/listing/2018-bennington-22-slx-103711055/,power,power-pontoon,Bennington,22 SLX,2018,used,21.33,8.5,2196,2019-10-10T06:39:59.000Z,aluminum,gasoline,1,0,2016,2016,outboard,31500,50363,US,NC
6958229,https://www.boattrader.com/listing/2019-sea-ray-slx-350-103488351/,power,power-other,Sea Ray,SLX 350,2019,new,35,10.5,11787,2019-01-16T11:37:41.000Z,fiberglass,gasoline,2,600,,,,,44207,US,MN
7264304,https://www.boattrader.com/listing/2010-nautique-super-air-210-team-edition-103710721/,power,power-skiwake,Nautique,Super Air 210 Team Edition,2010,used,21,,,2019-10-27T19:23:30.000Z,fiberglass,gasoline,1,450,,,inboard,61000,269034,US,CA
7178223,https://www.boattrader.com/listing/2020-tahoe-1950-103647611/,power,power-deck,Tahoe,1950,2020,new,19.41,8.5,,2019-08-09T13:53:21.000Z,other,other,0,,,,,34710,161708,US,AR
6956094,https://www.boattrader.com/listing/2015-viking-92-enclosed-bridge-103486947/,power,power-convertible,Viking,92 Enclosed Bridge,2015,used,92,24.08,,2019-01-14T10:20:53.000Z,fiberglass,diesel,2,5200,,,inboard,7495000,21042,US,FL
7186766,https://www.boattrader.com/listing/2001-sea-ray-225-weekender-103653631/,power,power-cuddy,Sea Ray,225 Weekender,2001,used,23,8.5,,2019-08-19T06:34:46.000Z,fiberglass,gasoline,1,260,,,inboard-outboard,16000,28290,US,NY
7215721,https://www.boattrader.com/listing/2020-harris-grand-mariner-230-slec-103674987/,power,power-other,Harris,Grand Mariner 230 SLEC,2020,new,23,8,,2019-09-12T09:21:58.000Z,other,other,1,300,2020,2020,,88779,34839,US,MI
7264823,https://www.boattrader.com/listing/2013-alumaweld-xpress-hd-18-103711048/,power,power-aluminum,Alumaweld,Xpress HD 18,2013,used,18,7.08,700,2019-10-28T10:00:27.000Z,aluminum,gasoline,1,60,2017,2017,outboard-2s,12500,49626,US,IA
7233099,https://www.boattrader.com/listing/2015-tidewater-210-lxf-103687049/,power,power-center,Tidewater,210 LXF,2015,used,21,8.5,2300,2019-09-27T15:29:08.000Z,fiberglass,gasoline,1,150,,,outboard-4s,39995,39983,US,SC
7201914,https://www.boattrader.com/listing/2006-bennington-2575-103664239/,power,power-pontoon,Bennington,2575,2006,used,25,8.5,,2019-09-01T14:20:17.000Z,aluminum,gasoline,0,,,,,27900,3180,US,MO
7023408,https://www.boattrader.com/listing/2019-sailfish-245-dc-103533667/,power,power-sportfish,Sailfish,245 DC,2019,new,24,8.5,5350,2019-03-20T13:25:01.000Z,fiberglass,gasoline,1,300,,,outboard,,44179,US,OH
7191877,https://www.boattrader.com/listing/2020-edge-marine-656-db-103656781/,power,power-jon,Edge Marine,656 DB,2020,new,16,8,,2019-08-22T10:42:25.000Z,aluminum,gasoline,1,40,,,other,19995,60808,US,TX
6825415,https://www.boattrader.com/listing/2018-ranger-z521l-103399787/,power,power-bass,Ranger,Z521L,2018,new,21.58,8,1925,2018-08-29T15:36:46.000Z,fiberglass,gasoline,1,250,2018,2018,outboard,63995,1099,US,AR
7204088,https://www.boattrader.com/listing/2020-bennington-22-ssrcxp-103667091/,power,power-pontoon,Bennington,22 SSRCXP,2020,new,22,8,,2019-09-03T15:28:30.000Z,other,gasoline,1,50,,,outboard,41495,3432,US,OH
7005883,https://www.boattrader.com/listing/2019-south-bay-925-sport-103520631/,power,power-pontoon,South Bay,925 Sport,2019,new,29.1,8.5,3410,2019-03-05T06:39:20.000Z,aluminum,gasoline,2,600,2019,2019,outboard-4s,,34381,US,FL
7089862,https://www.boattrader.com/listing/2019-tige-rzx2-103585092/,power,power-skiwake,Tige,RZX2,2019,new,22,8.5,,2019-05-21T11:53:43.000Z,fiberglass,gasoline,0,,,,,119980,1155,US,AR
7263495,https://www.boattrader.com/listing/2015-dorado-23se-103710168/,power,power-highperf,Dorado,23SE,2015,used,23,8,,2019-10-25T18:49:37.000Z,fiberglass,gasoline,1,200,,,,84990,268887,US,FL
7238802,https://www.boattrader.com/listing/2020-boston-whaler-250-outrage-103706202/,power,power-sportfish,Boston Whaler,250 Outrage,2020,new,25,9,5350,2019-10-03T09:41:51.000Z,fiberglass,gasoline,2,450,,,outboard,,44165,US,FL
7230042,https://www.boattrader.com/listing/2016-azimut-72-flybridge-factory-owned-103686511/,power,power-motor,Azimut,72 Flybridge - Factory Owned,2016,used,72,18.25,,2019-09-25T12:04:21.000Z,fiberglass,diesel,2,2800,,,inboard,2595000,52419,US,FL
7233894,https://www.boattrader.com/listing/2020-bennington-22-ssrx-103687597/,power,power-pontoon,Bennington,22 SSRX,2020,new,22,8.5,,2019-09-28T13:13:53.000Z,aluminum,gasoline,1,50,,,,34995,3432,US,OH
7109009,https://www.boattrader.com/listing/2019-sun-tracker-sportfish-22-dlx-103599332/,power,power-pontoon,Sun Tracker,SportFish™ 22 DLX,2019,new,24.16,8.5,2159,2019-06-10T14:44:24.000Z,aluminum,gasoline,0,,,,,25995,161708,US,AR
7236147,https://www.boattrader.com/listing/2020-viking-44-open-103690171/,power,power-convertible,Viking,44 Open,2020,new,44,16.33,49500,2019-10-01T11:28:45.000Z,composite,diesel,2,1600,,,inboard,,5031,US,MA
7263137,https://www.boattrader.com/listing/2018-edgewater-248cx-103710945/,power,power-dualconsole,Edgewater,248CX,2018,used,24,8.5,3550,2019-10-25T12:36:48.000Z,fiberglass,gasoline,1,300,2018,2018,outboard-4s,119900,164183,US,NC
7251738,https://www.boattrader.com/listing/2001-hunter-460-103708618/,sail,sail-cruiser,Hunter,460,2001,used,46,14,,2019-10-15T15:32:13.000Z,fiberglass,diesel,1,76,2001,2001,inboard,160000,5096,US,WA
7200435,https://www.boattrader.com/listing/2003-baja-25-outlaw-103663188/,power,power-highperf,Baja,25 Outlaw,2003,used,25,8.17,4750,2019-08-30T08:16:21.000Z,fiberglass,gasoline,1,425,2003,2003,inboard-outboard,37500,49626,US,IA
7215953,https://www.boattrader.com/listing/2003-cruisers-yachts-3470-express-103675124/,power,power-cruiser,Cruisers Yachts,3470 Express,2003,used,35,11.67,13300,2019-09-12T11:37:14.000Z,fiberglass,gasoline,2,750,2003,2003,inboard-outboard,68500,49626,US,IA
7221336,https://www.boattrader.com/listing/2020-bennington-22-ssrxp-103679035/,power,power-pontoon,Bennington,22 SSRXP,2020,new,22,8,,2019-09-17T15:41:39.000Z,other,gasoline,1,50,,,outboard,37495,3432,US,OH
7264761,https://www.boattrader.com/listing/1999-sea-ray-330-express-cruiser-103710976/,power,power-cruiser,Sea Ray,330 Express Cruiser,1999,used,33,,,2019-10-28T09:12:17.000Z,fiberglass,,0,,,,,84000,269069,US,MI
7264837,https://www.boattrader.com/listing/2017-mercury--verado-six-cylinder-300-hp-103711047/,power,power-other,Mercury,Verado® Six Cylinder 300 hp,2017,used,3,1,,2019-10-28T10:12:21.000Z,other,other,0,,,,,15995,35079,US,NY
7215903,https://www.boattrader.com/listing/2004-baja-275-103675094/,power,power-highperf,Baja,275,2004,used,27.17,8.33,4400,2019-09-12T11:00:48.000Z,fiberglass,gasoline,1,425,2004,2004,inboard-outboard,42000,49626,US,IA
7225922,https://www.boattrader.com/listing/2012-bennington-2275-rl-103682262/,power,power-pontoon,Bennington,2275 RL,2012,used,22.5,8.5,2384,2019-09-21T10:08:58.000Z,aluminum,gasoline,1,150,2012,2012,outboard-4s,37500,49626,US,IA
7126449,https://www.boattrader.com/listing/2018-larson-escape-2200-rt-tri-toon-103610413/,power,power-pontoon,Larson Escape,2200 RT Tri-Toon,2018,new,22,8.5,2060,2019-06-24T15:16:49.000Z,aluminum,gasoline,1,200,2018,2018,outboard-4s,46900,49626,US,IA
6852245,https://www.boattrader.com/listing/2014-playcraft-hampton-2285-elite-cruise-tt-103419922/,power,power-pontoon,PlayCraft,Hampton 2285 Elite Cruise TT,2014,used,22,8.5,,2018-09-22T07:54:13.000Z,aluminum,gasoline,1,150,2014,2014,outboard-4s,37800,49626,US,IA
6734705,https://www.boattrader.com/listing/2005-carver-41-cockpit-motor-yacht-103334330/,power,power-motor,Carver,41 Cockpit Motor Yacht,2005,used,42.92,13.42,24717,2018-06-04T14:25:42.000Z,fiberglass,gasoline,2,770,2005,2005,inboard,149500,49626,US,IA
7157426,https://www.boattrader.com/listing/2019-harris-solstice-220-cw-103631214/,power,power-pontoon,Harris,Solstice 220 CW,2019,new,22,8.5,,2019-07-24T13:23:16.000Z,aluminum,gasoline,1,250,,,outboard,65995,6088,US,MI
7202573,https://www.boattrader.com/listing/2020-bennington-22-ssrx-103664613/,power,power-pontoon,Bennington,22 SSRX,2020,new,22.75,8,,2019-09-02T15:26:01.000Z,other,gasoline,1,50,,,outboard,35999,3432,US,OH
7257489,https://www.boattrader.com/listing/2020-sea-ray-280-slx-103705638/,power,power-bowrider,Sea Ray,280 SLX,2020,new,28,9,7018,2019-10-21T11:46:32.000Z,fiberglass,gasoline,1,430,2020,2020,inboard-outboard,,52439,US,CA
6893920,https://www.boattrader.com/listing/2019-harris-cruiser-220-cs-103448441/,power,power-pontoon,Harris,Cruiser 220 CS,2019,new,23,8.5,,2018-10-29T16:24:35.000Z,other,gasoline,1,175,,,outboard-4s,48995,6088,US,MI
7264839,https://www.boattrader.com/listing/2013-scout-210-dorado-103711045/,power,power-dualconsole,Scout,210 Dorado,2013,used,21,8.33,,2019-10-28T10:14:00.000Z,fiberglass,gasoline,1,0,,,outboard-4s,28995,34699,US,FL
7264840,https://www.boattrader.com/listing/2014-south-bay-422cr-103711041/,power,power-pontoon,South Bay,422CR,2014,used,22,8,,2019-10-28T10:14:40.000Z,aluminum,gasoline,1,115,,,outboard,20000,267843,US,NC
7263302,https://www.boattrader.com/listing/2008-east-cape-lostmen-103710006/,power,power-flats,East Cape,Lostmen,2008,used,18,6,,2019-10-25T14:44:08.000Z,fiberglass,gasoline,1,50,,,outboard,22000,209408,US,FL
7232950,https://www.boattrader.com/listing/2020-yamaha-boats-sx210-103686960/,power,power-jet,Yamaha Boats,SX210,2020,new,21,8.5,3172,2019-09-27T13:41:17.000Z,fiberglass,gasoline,2,0,,,inboard,,21313,US,SC
6851225,https://www.boattrader.com/listing/2019-galeon-470-sky-103465793/,power,power-mega,Galeon,470 SKY,2019,new,47,,,2018-09-21T09:09:26.000Z,fiberglass,diesel,2,1100,,,inboard,,62546,US,MA
7243301,https://www.boattrader.com/listing/2020-bennington-22-ssrxp-sps-103695584/,power,power-pontoon,Bennington,22 SSRXP SPS,2020,new,23.75,8,,2019-10-07T16:39:26.000Z,other,gasoline,1,150,,,,54995,3432,US,OH
7077775,https://www.boattrader.com/listing/2015-azimut-50-103576710/,power,power-motor,Azimut,50,2015,used,50,15.92,51808,2019-05-09T12:45:12.000Z,fiberglass,diesel,2,1340,,,inboard,879000,54825,US,FL
7183016,https://www.boattrader.com/listing/1997-edgewater-260-103651095/,power,power-center,Edgewater,260,1997,used,26,8.5,,2019-08-14T17:00:51.000Z,fiberglass,gasoline,2,300,2014,2014,outboard-4s,29990,245709,US,FL
7234000,https://www.boattrader.com/listing/1997-tracker-tracker-103687673/,power,power-pontoon,Tracker,TRACKER,1997,used,20.06,6,,2019-09-28T17:02:46.000Z,aluminum,gasoline,1,0,,,,5995,31870,US,OH
7220631,https://www.boattrader.com/listing/2014-prestige-550-s-103680488/,power,power-motor,Prestige,550 S,2014,used,55,15.58,38470,2019-09-17T08:24:32.000Z,fiberglass,diesel,2,1200,,,inboard,789000,54825,US,FL
7264666,https://www.boattrader.com/listing/1999-uniesse-42-open-103711042/,power,power-expresscruiser,Uniesse,42 Open,1999,used,42,13.33,,2019-10-28T08:03:23.000Z,fiberglass,diesel,2,870,,,inboard,139000,61420,US,FL
7264814,https://www.boattrader.com/listing/2004-hydra-sports-3300-vector-cc-103711040/,power,power-center,Hydra-Sports,3300 VECTOR CC,2004,used,33.6,10.33,,2019-10-28T09:52:47.000Z,fiberglass,gasoline,2,600,2018,2018,outboard,141250,40083,US,NC
6893927,https://www.boattrader.com/listing/2019-harris-sunliner-230-sl-103448446/,power,power-pontoon,Harris,Sunliner 230 SL,2019,new,22,8.5,,2018-10-29T16:28:30.000Z,aluminum,gasoline,1,200,,,outboard-4s,54987,6088,US,MI
7032868,https://www.boattrader.com/listing/2020-fountaine-pajot-my-37-103540003/,power,power-pcatamaran,Fountaine Pajot,MY 37,2020,new,36,16.58,19621.16,2019-03-28T20:37:33.000Z,fiberglass,electric,2,160,2020,2020,inboard,1000000,21445,US,NJ
7123342,https://www.boattrader.com/listing/2019-yamaha-jet-boat-ar-210-103608005/,power,power-jet,Yamaha Jet Boat,AR 210,2019,new,24,8.06,,2019-06-21T11:03:56.000Z,fiberglass,gasoline,1,0,,,,45899,52808,US,TX
7156165,https://www.boattrader.com/listing/2020-sea-ray-sdx-290-outboard-103680396/,power,power-other,Sea Ray,SDX 290 Outboard,2020,new,29,,,2019-07-23T13:16:03.000Z,fiberglass,gasoline,2,500,,,outboard,,44155,US,FL
7262914,https://www.boattrader.com/listing/2015-viking-55-convertible-103711039/,power,power-sportfish,Viking,55 Convertible,2015,used,55,17.75,,2019-10-25T09:41:54.000Z,fiberglass,diesel,2,3100,,,inboard,2395000,34026,US,FL
6836735,https://www.boattrader.com/listing/2020-boston-whaler-285-conquest-103409408/,power,power-walk,Boston Whaler,285 Conquest,2020,new,28,9.5,7300,2018-09-08T13:23:11.000Z,fiberglass,gasoline,2,500,,,outboard-4s,,35215,US,DE
6843658,https://www.boattrader.com/listing/2019-sea-ray-slx-400-ob-103436300/,power,power-other,Sea Ray,SLX 400 OB,2019,new,40,12.08,18537,2018-09-14T10:05:40.000Z,fiberglass,gasoline,3,1050,,,outboard,,44183,US,FL
