id,url,type,boatClass,make,model,year,condition,length_ft,beam_ft,dryWeight_lb,created,hullMaterial,fuelType,numEngines,city,country,state,zip
6882332,https://www.boattrader.com/listing/2019-sunchaser-ds20-103441158/,power,power-pontoon,SunChaser,DS20,2019,new,20,102,,2018-10-19T19:04:56.000Z,aluminum,other,1,Lincolnton,US,GA,30817
7018034,https://www.boattrader.com/listing/2019-cobia-280-dc-dual-console-103529863/,power,power-dualconsole,Cobia,280 DC Dual Console,2019,new,28,10,,2019-03-14T19:03:44.000Z,fiberglass,other,1,West Palm Beach,US,FL,33415
7225505,https://www.boattrader.com/listing/2020-cobia-280-dc-dual-console-103681981/,power,power-dualconsole,Cobia,280 DC Dual Console,2020,new,28,10,,2019-09-20T19:02:39.000Z,fiberglass,other,1,Islamorada,US,FL,33036
7236716,https://www.boattrader.com/listing/2016-bryant-210-103690621/,power,power-skiwake,Bryant,210,2016,used,21,,,2019-10-01T19:01:55.000Z,fiberglass,other,1,Lake Havasu City,US,,86403
5121584,https://www.boattrader.com/listing/1997-nitro-800lxs-102538012/,power,power-bass,Nitro,800LXS,1997,used,18,,,2015-06-10T22:23:43.000Z,other,other,1,Six Mile,US,SC,29682
5119796,https://www.boattrader.com/listing/2012-alumacraft-mv1860-sc-102537252/,power,power-aluminum,Alumacraft,MV1860 SC,2012,new,18,72,,2015-06-09T22:09:30.000Z,aluminum,other,1,Six Mile,US,SC,29682
7241162,https://www.boattrader.com/listing/2020-sportsman-open-212-center-console-103694192/,power,power-center,Sportsman,Open 212 Center Console,2020,new,21,9,,2019-10-04T19:02:29.000Z,fiberglass,other,1,West Palm Beach,US,FL,33415
7128524,https://www.boattrader.com/listing/2019-pathfinder-2600-hps-bay-boat-103611419/,power,power-bay,Pathfinder,2600 HPS Bay Boat,2019,new,26,9,,2019-06-25T19:01:24.000Z,fiberglass,other,1,Vero Beach,US,FL,32960
6812925,https://www.boattrader.com/listing/2019-aqua-patio-255-ul-103390685/,power,power-pontoon,Aqua Patio,255 UL,2019,new,25,8.5,2614,2018-08-17T16:08:29.000Z,aluminum,gasoline,1,Destin,US,FL,32541
7042832,https://www.boattrader.com/listing/2019-nauticstar-22-xs-103548201/,power,power-center,NauticStar,22 XS,2019,new,22,,,2019-04-08T13:25:22.000Z,other,other,1,Pensacola,US,FL,32507
7179515,https://www.boattrader.com/listing/2017-cobia-220-center-console-103648505/,power,power-center,Cobia,220 Center Console,2017,used,22,9,,2019-08-11T19:01:11.000Z,fiberglass,other,1,West Palm Beach,US,FL,33415
7009742,https://www.boattrader.com/listing/2019-hurricane-sundeck-sd-2690-ob-103523610/,power,power-deck,Hurricane,SunDeck SD 2690 OB,2019,new,26,9,,2019-03-07T18:05:41.000Z,fiberglass,other,1,West Palm Beach,US,FL,33415
7018232,https://www.boattrader.com/listing/2019-cobia-301-cc-center-console-103530039/,power,power-center,Cobia,301 CC Center Console,2019,new,30,10,,2019-03-14T19:09:26.000Z,fiberglass,other,1,Vero Beach,US,FL,32960
7230485,https://www.boattrader.com/listing/2020-sportsman-heritage-231-center-console-103685226/,power,power-center,Sportsman,Heritage 231 Center Console,2020,new,23,9,,2019-09-25T19:01:45.000Z,fiberglass,other,1,West Palm Beach,US,FL,33415
7129688,https://www.boattrader.com/listing/2019-blackfin-272dc-dual-console-103612270/,power,power-dualconsole,Blackfin,272DC Dual Console,2019,new,27,9,,2019-06-26T19:01:56.000Z,fiberglass,other,1,Fort Lauderdale,US,FL,33315
7110431,https://www.boattrader.com/listing/2019-premier-sunstation-240-103600293/,power,power-pontoon,Premier,Sunstation 240,2019,new,24,,,2019-06-11T19:01:51.000Z,aluminum,other,1,Lake Havasu City,US,,86403
7226120,https://www.boattrader.com/listing/2020-hurricane-ss-185-ob-103682401/,power,power-deck,Hurricane,SS 185 OB,2020,new,19,8,,2019-09-21T19:02:42.000Z,fiberglass,other,1,Fort Lauderdale,US,FL,33315
7225502,https://www.boattrader.com/listing/2020-cobia-280-dc-dual-console-103681984/,power,power-dualconsole,Cobia,280 DC Dual Console,2020,new,28,10,,2019-09-20T19:02:35.000Z,fiberglass,other,1,West Palm Beach,US,FL,33415
7246052,https://www.boattrader.com/listing/2020-cobia-262-center-console-103697476/,power,power-center,Cobia,262 Center Console,2020,new,26,9,,2019-10-09T19:02:23.000Z,fiberglass,other,1,Islamorada,US,FL,33036
7196198,https://www.boattrader.com/listing/1999-baja-boss-230-103660061/,power,power-cuddy,Baja,Boss 230,1999,used,23,,,2019-08-26T19:02:13.000Z,fiberglass,other,1,Lake Havasu City,US,,86403
7225499,https://www.boattrader.com/listing/2016-hurricane-sundeck-sd-2486-ob-103681982/,power,power-deck,Hurricane,SunDeck SD 2486 OB,2016,used,24,9,,2019-09-20T19:01:35.000Z,fiberglass,other,1,West Palm Beach,US,FL,33415
7082801,https://www.boattrader.com/listing/2019-starcraft-ex-20-r-103580107/,power,power-pontoon,Starcraft,EX 20 R,2019,new,20,102,,2019-05-14T19:03:07.000Z,aluminum,other,1,Lincolnton,US,GA,30817
7177340,https://www.boattrader.com/listing/2017-pioneer-sportfish-202-103646985/,power,power-center,Pioneer,Sportfish 202,2017,used,20,8,,2019-08-08T19:01:38.000Z,fiberglass,other,1,West Palm Beach,US,FL,33415
7229018,https://www.boattrader.com/listing/2020-nauticstar-215-xts-103684271/,power,power-sportfish,NauticStar,215 XTS,2020,new,21,,,2019-09-24T16:52:51.000Z,other,other,1,Pensacola,US,FL,32507
7218275,https://www.boattrader.com/listing/2020-excel-2172-catfish-pro-103676865/,power,power-aluminum,Excel,2172 Catfish Pro,2020,new,21,72,,2019-09-13T19:02:53.000Z,aluminum,other,1,Lincolnton,US,GA,30817
7203350,https://www.boattrader.com/listing/1997-mercury-20ml-103666509/,power,power-pontoon,Mercury,20ML,1997,new,20,,,2019-09-03T11:05:29.000Z,other,other,1,Waterville,US,ME,04901
7078147,https://www.boattrader.com/listing/2018-aqua-patio-259-rlw-103576398/,power,power-pontoon,Aqua Patio,259 RLW,2018,used,25,8.5,2667,2019-05-09T20:56:52.000Z,aluminum,gasoline,1,Destin,US,FL,32541
6969359,https://www.boattrader.com/listing/2019-hurricane-sundeck-sd-2486-ob-103496369/,power,power-deck,Hurricane,SunDeck SD 2486 OB,2019,new,24,9,,2019-01-25T18:08:47.000Z,fiberglass,other,1,Vero Beach,US,FL,32960
7233293,https://www.boattrader.com/listing/2020-barletta-c22qc-103687211/,power,power-pontoon,Barletta,C22QC,2020,new,24,,,2019-09-27T19:02:14.000Z,aluminum,other,1,Lake Havasu City,US,,86403
7038350,https://www.boattrader.com/listing/2019-sportsman-masters-227-bay-boat-103545097/,power,power-bay,Sportsman,Masters 227 Bay Boat,2019,new,22,8,,2019-04-03T19:07:28.000Z,fiberglass,other,1,Islamorada,US,FL,33036
7142768,https://www.boattrader.com/listing/2019-barletta-l25uc-103621364/,power,power-pontoon,Barletta,L25UC,2019,new,25,,,2019-07-09T19:01:59.000Z,aluminum,other,1,Lake Havasu City,US,,86403
7151060,https://www.boattrader.com/listing/2019-pathfinder-2005-trs-103627054/,power,power-bay,Pathfinder,2005 TRS,2019,new,20,8,,2019-07-17T19:02:09.000Z,fiberglass,other,1,Fort Lauderdale,US,FL,33315
7226117,https://www.boattrader.com/listing/2020-hurricane-ss-185-ob-103682400/,power,power-deck,Hurricane,SS 185 OB,2020,new,19,8,,2019-09-21T19:02:42.000Z,fiberglass,other,1,West Palm Beach,US,FL,33415
7126592,https://www.boattrader.com/listing/1996-seaswirl-other-103610515/,power,power-bowrider,Seaswirl,Other,1996,used,21,,,2019-06-24T19:02:19.000Z,fiberglass,other,1,Lake Havasu City,US,,86403
7224293,https://www.boattrader.com/listing/2020-pathfinder-2300-hps-bay-boat-103681092/,power,power-bay,Pathfinder,2300 HPS BAY BOAT,2020,new,24,8,,2019-09-19T19:00:56.000Z,fiberglass,other,1,Vero Beach,US,FL,32960
6820865,https://www.boattrader.com/listing/2019-hurricane-sundeck-sd-187-ob-103396767/,power,power-deck,Hurricane,SUNDECK SD 187 OB,2019,new,19,9,,2018-08-25T21:12:25.000Z,fiberglass,other,1,Vero Beach,US,FL,32960
7226111,https://www.boattrader.com/listing/2020-hurricane-ss-185-ob-103682399/,power,power-deck,Hurricane,SS 185 OB,2020,new,19,8,,2019-09-21T19:02:33.000Z,fiberglass,other,1,West Palm Beach,US,FL,33415
7229135,https://www.boattrader.com/listing/2007-ebbtide-funcruiser-103684282/,power,power-bowrider,Ebbtide,Funcruiser,2007,used,24,,,2019-09-24T19:01:53.000Z,fiberglass,other,1,Lake Havasu City,US,,86403
7222724,https://www.boattrader.com/listing/2001-sea-ray-185-sport-103679977/,power,power-bowrider,Sea Ray,185 Sport,2001,used,18,,,2019-09-18T19:03:03.000Z,fiberglass,other,1,Lincolnton,US,GA,30817
7246049,https://www.boattrader.com/listing/2020-cobia-262-center-console-103697474/,power,power-center,Cobia,262 Center Console,2020,new,26,9,,2019-10-09T19:02:23.000Z,fiberglass,other,1,West Palm Beach,US,FL,33415
6987653,https://www.boattrader.com/listing/2019-cobia-240-dual-console-103508396/,power,power-dualconsole,Cobia,240 Dual Console,2019,new,25,9,,2019-02-13T18:09:40.000Z,fiberglass,other,1,Fort Lauderdale,US,FL,33315
7146449,https://www.boattrader.com/listing/2020-g3-v-322-ss-103623829/,power,power-pontoon,G3,V 322 SS,2020,new,22,,,2019-07-12T16:46:27.000Z,other,other,1,Pensacola,US,FL,32507
7184023,https://www.boattrader.com/listing/2006-rinker-270-rinker-103651748/,power,power-cuddy,Rinker,270 Rinker,2006,used,27,8.5,,2019-08-15T14:16:33.000Z,fiberglass,electric,1,Rogers,US,AR,72756
7172354,https://www.boattrader.com/listing/1976-hawaiian-jet-boat-103642435/,power,power-jet,Hawaiian,Jet Boat,1976,used,22,,,2019-08-05T19:01:13.000Z,fiberglass,other,1,Lake Havasu City,US,,86403
7012373,https://www.boattrader.com/listing/2019-sportsman-heritage-231-center-console-103525949/,power,power-center,Sportsman,Heritage 231 Center Console,2019,new,23,9,,2019-03-09T18:03:36.000Z,fiberglass,other,1,Islamorada,US,FL,33036
7141691,https://www.boattrader.com/listing/2005-eliminator-fundeck-103620640/,power,power-deck,Eliminator,Fundeck,2005,used,27,,,2019-07-08T19:02:43.000Z,fiberglass,other,1,Lake Havasu City,US,,86403
6912593,https://www.boattrader.com/listing/2019-sportsman-open-212-center-console-103458939/,power,power-center,Sportsman,Open 212 Center Console,2019,new,21,9,,2018-11-15T18:02:55.000Z,fiberglass,other,1,Fort Lauderdale,US,FL,33315
7213604,https://www.boattrader.com/listing/2020-sylvan-l3-party-fish-103673572/,power,power-pontoon,Sylvan,L3 Party Fish,2020,new,22,102,,2019-09-10T19:01:56.000Z,aluminum,other,1,Lincolnton,US,GA,30817
6842411,https://www.boattrader.com/listing/2019-hurricane-217-sundeck-ob-103412990/,power,power-deck,Hurricane,217 SunDeck OB,2019,new,21,9,,2018-09-13T11:37:02.000Z,fiberglass,other,1,Islamorada,US,FL,33036
6680480,https://www.boattrader.com/listing/2018-aqua-patio-259-rlw-103295550/,power,power-pontoon,Aqua Patio,259 RLW,2018,new,25,8.5,2667,2018-04-13T14:33:00.000Z,aluminum,gasoline,1,Destin,US,FL,32541
6852725,https://www.boattrader.com/listing/2004-hurricane-gs211-fundeck-103420223/,power,power-deck,Hurricane,GS211 Fundeck,2004,used,21,9,,2018-09-22T19:02:15.000Z,fiberglass,other,1,Islamorada,US,FL,33036
7219295,https://www.boattrader.com/listing/2020-cobia-301-cc-center-console-103677615/,power,power-center,Cobia,301 CC Center Console,2020,new,30,10,,2019-09-15T19:02:20.000Z,fiberglass,other,1,Islamorada,US,FL,33036
6820862,https://www.boattrader.com/listing/2019-hurricane-sundeck-sd-187-ob-103396757/,power,power-deck,Hurricane,SUNDECK SD 187 OB,2019,new,19,9,,2018-08-25T21:12:23.000Z,fiberglass,other,1,Miami,US,FL,33166
7226114,https://www.boattrader.com/listing/2020-hurricane-ss-185-ob-103682396/,power,power-deck,Hurricane,SS 185 OB,2020,new,19,8,,2019-09-21T19:02:34.000Z,fiberglass,other,1,Miami,US,FL,33166
7200068,https://www.boattrader.com/listing/2020-sylvan-822-lz-mirage-103662967/,power,power-pontoon,Sylvan,822 LZ Mirage,2020,new,23,96,,2019-08-29T19:03:01.000Z,aluminum,other,1,Lincolnton,US,GA,30817
7149737,https://www.boattrader.com/listing/2018-yamaha-boats-sx-195-103626120/,power,power-jet,Yamaha Boats,SX 195,2018,used,19,,,2019-07-16T19:02:08.000Z,fiberglass,other,1,Lake Havasu City,US,,86403
6599432,https://www.boattrader.com/listing/2018-starcraft-mdx-191-ob-103238131/,power,power-deck,Starcraft,MDX 191 OB,2018,new,19,102,,2018-01-31T18:28:43.000Z,fiberglass,other,1,Lincolnton,US,GA,30817
7055282,https://www.boattrader.com/listing/2019-hurricane-sundeck-sd-2000-ob-103558182/,power,power-deck,Hurricane,SUNDECK SD 2000 OB,2019,new,20,9,,2019-04-18T19:18:18.000Z,fiberglass,other,1,Vero Beach,US,FL,32960
7179197,https://www.boattrader.com/listing/2020-cobia-240-dual-console-103648307/,power,power-dualconsole,Cobia,240 Dual Console,2020,new,25,9,,2019-08-10T19:01:41.000Z,fiberglass,other,1,Islamorada,US,FL,33036
6813737,https://www.boattrader.com/listing/2019-sportsman-heritage-241-center-console-103391297/,power,power-center,Sportsman,Heritage 241 Center Console,2019,new,24,9,,2018-08-18T19:40:08.000Z,fiberglass,other,1,Vero Beach,US,FL,32960
7044239,https://www.boattrader.com/listing/2019-nauticstar-2302-legacy-103549139/,power,power-center,NauticStar,2302 Legacy,2019,new,22,,,2019-04-09T18:26:37.000Z,other,other,1,Pensacola,US,FL,32507
7227698,https://www.boattrader.com/listing/1999-jc-neptoon-103683493/,power,power-pontoon,JC,NepToon,1999,used,20,,,2019-09-23T19:01:54.000Z,aluminum,other,1,Lake Havasu City,US,,86403
6912596,https://www.boattrader.com/listing/2019-sportsman-open-212-center-console-103458935/,power,power-center,Sportsman,Open 212 Center Console,2019,new,21,9,,2018-11-15T18:02:59.000Z,fiberglass,other,1,Islamorada,US,FL,33036
7187816,https://www.boattrader.com/listing/2003-yamaha-boats-sr-230-103654339/,power,power-jet,Yamaha Boats,SR 230,2003,used,23,,,2019-08-19T19:02:52.000Z,fiberglass,other,1,Lake Havasu City,US,,86403
6842408,https://www.boattrader.com/listing/2019-hurricane-217-sundeck-ob-103412993/,power,power-deck,Hurricane,217 SunDeck OB,2019,new,21,9,,2018-09-13T11:36:59.000Z,fiberglass,other,1,Vero Beach,US,FL,32960
7116341,https://www.boattrader.com/listing/2019-jc-spirit-241-tt-sport-103603048/,power,power-pontoon,JC,Spirit 241 TT Sport,2019,new,24,,,2019-06-14T19:02:19.000Z,aluminum,other,1,Lake Havasu City,US,,86403
7219292,https://www.boattrader.com/listing/2020-cobia-301-cc-center-console-103677616/,power,power-center,Cobia,301 CC Center Console,2020,new,30,10,,2019-09-15T19:02:19.000Z,fiberglass,other,1,Vero Beach,US,FL,32960
7129670,https://www.boattrader.com/listing/2019-blackfin-242cc-center-console-103612266/,power,power-center,Blackfin,242CC Center Console,2019,new,25,9,,2019-06-26T19:01:09.000Z,fiberglass,other,1,Fort Lauderdale,US,FL,33315
6845504,https://www.boattrader.com/listing/2019-hurricane-sundeck-sd-187-ob-103415256/,power,power-deck,Hurricane,SUNDECK SD 187 OB,2019,new,19,9,,2018-09-16T19:03:53.000Z,fiberglass,other,1,Vero Beach,US,FL,32960
7247336,https://www.boattrader.com/listing/2019-hurricane-sundeck-sd-2486-ob-103698354/,power,power-deck,Hurricane,SunDeck SD 2486 OB,2019,new,24,9,,2019-10-10T19:03:11.000Z,fiberglass,other,1,Islamorada,US,FL,33036
7215074,https://www.boattrader.com/listing/2007-g3-175-eagle-103674661/,power,power-aluminum,G3,175 Eagle,2007,used,17,80,,2019-09-11T19:02:46.000Z,aluminum,other,1,Lincolnton,US,GA,30817
7179194,https://www.boattrader.com/listing/2020-cobia-240-dual-console-103648308/,power,power-dualconsole,Cobia,240 Dual Console,2020,new,25,9,,2019-08-10T19:01:41.000Z,fiberglass,other,1,Miami,US,FL,33166
7037138,https://www.boattrader.com/listing/2019-excel-203-bay-103544052/,power,power-bay,Excel,203 Bay,2019,new,20,94,,2019-04-02T19:16:44.000Z,aluminum,other,1,Lincolnton,US,GA,30817
6885008,https://www.boattrader.com/listing/2009-reinell-186-fns-103443048/,power,power-cuddy,Reinell,186 Fns,2009,used,18,,,2018-10-22T19:03:56.000Z,fiberglass,other,1,Lake Havasu City,US,,86403
7192942,https://www.boattrader.com/listing/2020-sylvan-mirage-fish-820-party-fish-103657572/,power,power-pontoon,Sylvan,Mirage Fish 820 Party Fish,2020,new,20.83,8,1675,2019-08-23T08:19:05.000Z,aluminum,gasoline,1,Tampa,US,FL,33610
7169858,https://www.boattrader.com/listing/2020-nauticstar-231-hybrid-103640274/,power,power-deck,NauticStar,231 Hybrid,2020,new,22,,,2019-08-04T16:46:32.000Z,other,other,1,Pensacola,US,FL,32507
7055285,https://www.boattrader.com/listing/2019-hurricane-sundeck-sd-2000-ob-103558181/,power,power-deck,Hurricane,SUNDECK SD 2000 OB,2019,new,20,9,,2019-04-18T19:18:20.000Z,fiberglass,other,1,Islamorada,US,FL,33036
6813740,https://www.boattrader.com/listing/2019-sportsman-heritage-241-center-console-103391300/,power,power-center,Sportsman,Heritage 241 Center Console,2019,new,24,9,,2018-08-18T19:40:16.000Z,fiberglass,other,1,West Palm Beach,US,FL,33415
7042376,https://www.boattrader.com/listing/1993-chaparral-2000-sl-103547823/,power,power-cuddy,Chaparral,2000 Sl,1993,used,21,,,2019-04-08T09:48:25.000Z,fiberglass,other,1,Lake Havasu City,US,,86403
6806147,https://www.boattrader.com/listing/2019-sportsman-heritage-231-center-console-103385892/,power,power-center,Sportsman,Heritage 231 Center Console,2019,new,23,9,,2018-08-11T21:38:27.000Z,fiberglass,other,1,Islamorada,US,FL,33036
7160684,https://www.boattrader.com/listing/2020-sportsman-open-252-center-console-103633551/,power,power-center,Sportsman,Open 252 Center Console,2020,new,25,9,,2019-07-26T19:02:02.000Z,fiberglass,other,1,Fort Lauderdale,US,FL,33315
6857078,https://www.boattrader.com/listing/2019-hurricane-sundeck-sd-2200-ob-103423186/,power,power-deck,Hurricane,SUNDECK SD 2200 OB,2019,new,22,9,,2018-09-26T19:06:27.000Z,fiberglass,other,1,Vero Beach,US,FL,32960
7074320,https://www.boattrader.com/listing/2006-yamaha-boats-ar-230-103573556/,power,power-jet,Yamaha Boats,AR 230,2006,used,23,,,2019-05-06T19:21:13.000Z,fiberglass,other,1,Lake Havasu City,US,,86403
7075424,https://www.boattrader.com/listing/2000-baja-boss-103574373/,power,power-cuddy,Baja,Boss,2000,used,31,,,2019-05-07T19:24:25.000Z,fiberglass,other,1,Lake Havasu City,US,,86403
7021349,https://www.boattrader.com/listing/1991-hallett-30t-103532225/,power,power-bowrider,Hallett,30T,1991,used,30,,,2019-03-18T19:08:53.000Z,fiberglass,other,1,Lake Havasu City,US,,86403
7222721,https://www.boattrader.com/listing/2019-cobia-301-cc-center-console-103679971/,power,power-center,Cobia,301 CC Center Console,2019,new,30,10,,2019-09-18T19:01:56.000Z,fiberglass,other,1,Vero Beach,US,FL,32960
6845507,https://www.boattrader.com/listing/2019-hurricane-sundeck-sd-187-ob-103415259/,power,power-deck,Hurricane,SUNDECK SD 187 OB,2019,new,19,9,,2018-09-16T19:03:58.000Z,fiberglass,other,1,Miami,US,FL,33166
7247333,https://www.boattrader.com/listing/2019-hurricane-sundeck-sd-2486-ob-103698355/,power,power-deck,Hurricane,SunDeck SD 2486 OB,2019,new,24,9,,2019-10-10T19:03:11.000Z,fiberglass,other,1,Miami,US,FL,33166
6959969,https://www.boattrader.com/listing/2019-sportsman-open-232-center-console-103489617/,power,power-center,Sportsman,Open 232 Center Console,2019,new,23,9,,2019-01-17T18:09:00.000Z,fiberglass,other,1,West Palm Beach,US,FL,33415
7145141,https://www.boattrader.com/listing/2020-g3-v-324-se-103623002/,power,power-pontoon,G3,V 324 SE,2020,new,24,,,2019-07-11T16:46:58.000Z,other,other,1,Pensacola,US,FL,32507
6641123,https://www.boattrader.com/listing/2018-starcraft-mdx-191-ob-103265776/,power,power-deck,Starcraft,MDX 191 OB,2018,new,19,102,,2018-03-08T15:32:33.000Z,fiberglass,other,1,Lincolnton,US,GA,30817
7230488,https://www.boattrader.com/listing/2020-sportsman-masters-227-bay-boat-103685228/,power,power-bay,Sportsman,Masters 227 Bay Boat,2020,new,22,8,,2019-09-25T19:01:55.000Z,fiberglass,other,1,Islamorada,US,FL,33036
7200065,https://www.boattrader.com/listing/2020-sylvan-820-lz-mirage-103662968/,power,power-pontoon,Sylvan,820 LZ Mirage,2020,new,20,6,,2019-08-29T19:03:00.000Z,aluminum,other,1,Lincolnton,US,GA,30817
7042412,https://www.boattrader.com/listing/2019-hurricane-sundeck-sd-2486-ob-103547833/,power,power-deck,Hurricane,SunDeck SD 2486 OB,2019,new,24,9,,2019-04-08T09:56:14.000Z,fiberglass,other,1,Miami,US,FL,33166
6862790,https://www.boattrader.com/listing/2019-carolina-skiff-198dlv-103427201/,power,power-skiff,Carolina Skiff,198dlv,2019,new,19,96,,2018-10-02T19:05:12.000Z,fiberglass,other,1,Lincolnton,US,GA,30817
7129682,https://www.boattrader.com/listing/2020-hurricane-217-sundeck-ob-103612273/,power,power-deck,Hurricane,217 SunDeck OB,2020,new,21,9,,2019-06-26T19:01:33.000Z,fiberglass,other,1,Fort Lauderdale,US,FL,33315
6806135,https://www.boattrader.com/listing/2019-sportsman-heritage-231-center-console-103385874/,power,power-center,Sportsman,Heritage 231 Center Console,2019,new,23,9,,2018-08-11T21:27:54.000Z,fiberglass,other,1,Vero Beach,US,FL,32960
7160681,https://www.boattrader.com/listing/2020-sportsman-open-252-center-console-103633549/,power,power-center,Sportsman,Open 252 Center Console,2020,new,25,9,,2019-07-26T19:02:01.000Z,fiberglass,other,1,Miami,US,FL,33166
7191146,https://www.boattrader.com/listing/2020-nauticstar-211-hybrid-103656290/,power,power-bay,NauticStar,211 Hybrid,2020,new,20,102,,2019-08-21T19:02:28.000Z,fiberglass,other,1,Lincolnton,US,GA,30817
6943862,https://www.boattrader.com/listing/2019-hurricane-sundeck-sd-2486-ob-103478800/,power,power-deck,Hurricane,SunDeck SD 2486 OB,2019,new,24,9,,2018-12-22T18:09:00.000Z,fiberglass,other,1,Islamorada,US,FL,33036
7222718,https://www.boattrader.com/listing/2020-sportsman-open-232-center-console-103679967/,power,power-center,Sportsman,Open 232 Center Console,2020,new,23,9,,2019-09-18T19:01:56.000Z,fiberglass,other,1,Fort Lauderdale,US,FL,33315
7139963,https://www.boattrader.com/listing/2019-sportsman-open-242-center-console-103619685/,power,power-center,Sportsman,Open 242 Center Console,2019,new,24,9,,2019-07-06T19:02:15.000Z,fiberglass,other,1,Miami,US,FL,33166
7158971,https://www.boattrader.com/listing/2019-cobia-301-cc-center-console-103632262/,power,power-center,Cobia,301 CC Center Console,2019,new,30,10,,2019-07-25T19:02:08.000Z,fiberglass,other,1,Islamorada,US,FL,33036
7012382,https://www.boattrader.com/listing/2019-sportsman-heritage-231-center-console-103525965/,power,power-center,Sportsman,Heritage 231 Center Console,2019,new,23,9,,2019-03-09T18:05:30.000Z,fiberglass,other,1,Islamorada,US,FL,33036
7194062,https://www.boattrader.com/listing/2019-hurricane-sundeck-sport-ss-231-ob-103658483/,power,power-deck,Hurricane,SUNDECK SPORT SS 231 OB,2019,new,23,9,,2019-08-23T19:02:27.000Z,fiberglass,other,1,Miami,US,FL,33166
7153301,https://www.boattrader.com/listing/2019-cobia-301-cc-center-console-103628607/,power,power-center,Cobia,301 CC Center Console,2019,new,30,10,,2019-07-19T19:02:05.000Z,fiberglass,other,1,Fort Lauderdale,US,FL,33315
7129679,https://www.boattrader.com/listing/2020-hurricane-217-sundeck-ob-103612285/,power,power-deck,Hurricane,217 SunDeck OB,2020,new,21,9,,2019-06-26T19:01:32.000Z,fiberglass,other,1,Miami,US,FL,33166
7140233,https://www.boattrader.com/listing/2019-sportsman-open-242-center-console-103619901/,power,power-center,Sportsman,Open 242 Center Console,2019,new,24,9,,2019-07-07T19:02:58.000Z,fiberglass,other,1,West Palm Beach,US,FL,33415
6973556,https://www.boattrader.com/listing/2019-starcraft-1915-ob-103499295/,power,power-deck,Starcraft,1915 Ob,2019,new,19,102,,2019-01-30T18:12:17.000Z,fiberglass,other,1,Six Mile,US,SC,29682
7208969,https://www.boattrader.com/listing/2018-sea-hunt-game-fish-30-center-console-103670082/,power,power-center,Sea Hunt,Game Fish 30 Center Console,2018,used,30,10,,2019-09-07T19:02:06.000Z,fiberglass,other,1,Miami,US,FL,33166
6941627,https://www.boattrader.com/listing/2019-sportsman-open-242-center-console-103477249/,power,power-center,Sportsman,Open 242 Center Console,2019,new,24,9,,2018-12-19T18:07:18.000Z,fiberglass,other,1,West Palm Beach,US,FL,33415
7139960,https://www.boattrader.com/listing/2019-hurricane-sundeck-sd-2690-ob-103619688/,power,power-deck,Hurricane,SunDeck SD 2690 OB,2019,new,26,9,,2019-07-06T19:02:15.000Z,fiberglass,other,1,Fort Lauderdale,US,FL,33315
7222715,https://www.boattrader.com/listing/2020-sportsman-open-232-center-console-103679966/,power,power-center,Sportsman,Open 232 Center Console,2020,new,23,9,,2019-09-18T19:01:55.000Z,fiberglass,other,1,West Palm Beach,US,FL,33415
7176050,https://www.boattrader.com/listing/2020-cobia-237-center-console-103646076/,power,power-center,Cobia,237 Center Console,2020,new,24,9,,2019-08-07T19:01:54.000Z,fiberglass,other,1,Vero Beach,US,FL,32960
6943868,https://www.boattrader.com/listing/2019-hurricane-sundeck-sd-2486-ob-103478802/,power,power-deck,Hurricane,SunDeck SD 2486 OB,2019,new,24,9,,2018-12-22T18:09:01.000Z,fiberglass,other,1,Miami,US,FL,33166
7158968,https://www.boattrader.com/listing/2019-cobia-301-cc-center-console-103632264/,power,power-center,Cobia,301 CC Center Console,2019,new,30,10,,2019-07-25T19:02:08.000Z,fiberglass,other,1,West Palm Beach,US,FL,33415
7140236,https://www.boattrader.com/listing/2019-sportsman-open-242-center-console-103619898/,power,power-center,Sportsman,Open 242 Center Console,2019,new,24,9,,2019-07-07T19:02:59.000Z,fiberglass,other,1,Islamorada,US,FL,33036
7153292,https://www.boattrader.com/listing/2019-hurricane-sundeck-sd-2690-ob-103628601/,power,power-deck,Hurricane,SunDeck SD 2690 OB,2019,new,26,9,,2019-07-19T19:02:03.000Z,fiberglass,other,1,Islamorada,US,FL,33036
7238141,https://www.boattrader.com/listing/2020-cobia-262-center-console-103692113/,power,power-center,Cobia,262 Center Console,2020,new,26,9,,2019-10-02T19:02:11.000Z,fiberglass,other,1,Fort Lauderdale,US,FL,33315
7153298,https://www.boattrader.com/listing/2019-cobia-301-cc-center-console-103628605/,power,power-center,Cobia,301 CC Center Console,2019,new,30,10,,2019-07-19T19:02:05.000Z,fiberglass,other,1,Miami,US,FL,33166
7012388,https://www.boattrader.com/listing/2019-sportsman-heritage-231-center-console-103525974/,power,power-center,Sportsman,Heritage 231 Center Console,2019,new,23,9,,2019-03-09T18:05:32.000Z,fiberglass,other,1,Vero Beach,US,FL,32960
6941630,https://www.boattrader.com/listing/2019-sportsman-open-242-center-console-103477250/,power,power-center,Sportsman,Open 242 Center Console,2019,new,24,9,,2018-12-19T18:07:19.000Z,fiberglass,other,1,Miami,US,FL,33166
7181870,https://www.boattrader.com/listing/2020-sylvan-822-lz-103650266/,power,power-pontoon,Sylvan,822 LZ,2020,new,22,8,,2019-08-13T19:01:59.000Z,aluminum,other,1,Lincolnton,US,GA,30817
